"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"BIQ_PERSON_ID"
5000321|"Mads Frederiksen"|"HCS Transport & Sped."|"Direktionspost Administrerende direktør"|""|539286
5000888|"Jens Schou Jørgensen"|"Hedegaard & Christensen"|"Bestyrelsespost"|""|442217
5000888|"Per Mogensen"|"Hedegaard & Christensen"|"Bestyrelsespost"|""|601618
5000888|"Eileen Jørgensen"|"Hedegaard & Christensen"|"Bestyrelsespost formand"|""|1181119
5000446|"Jan Leo Ravn"|"HEF"|"Direktionspost Administrerende direktør"|""|318926
5000446|"Frede Nørgaard Hansen"|"HEF"|"Bestyrelsespost"|""|360134
5000446|"Jens Kristian Larsen"|"HEF"|"Bestyrelsespost formand"|""|438434
5000446|"Jens Nielsen"|"HEF"|"Bestyrelsespost"|""|439603
5000446|"Johannes Hansen Ginnerup"|"HEF"|"Bestyrelsespost"|""|451829
5000446|"Niels Erik Borup Poulsen"|"HEF"|"Bestyrelsespost"|""|568462
5000446|"Ove Ejlskov Hust"|"HEF"|"Bestyrelsespost"|""|590033
5000446|"Bent Andersen"|"HEF"|"Bestyrelsespost"|""|908748
5000446|"Christian Greve"|"HEF"|"Bestyrelsespost næstformand"|""|1454083
5000446|"Karen Jacobsen"|"HEF"|"Bestyrelsespost"|""|1596681
5000446|"Lene Schmidt Aalestrup"|"HEF"|"Bestyrelsespost"|""|1887723
5000446|"Jørgen Toft"|"HEF"|"Bestyrelsespost"|""|1887724
5000982|"Enan Raouf El-Galaly"|"Helnan Holding"|"Bestyrelsespost formand"|""|332365
5000982|"Margrete Monir Gorgy"|"Helnan Holding"|"Bestyrelsespost"|""|1674671
5000982|"Mark Robert Nykjær-Fisher"|"Helnan Holding"|"Direktionspost adm. dir"|""|17114907
5000106|"Kim Junge Andersen"|"Hempel"|"Direktionspost"|""|492898
5000106|"Lars Aaen"|"Hempel"|"Bestyrelsespost næstformand"|""|513687
5000106|"Leif Jensen"|"Hempel"|"Bestyrelsespost"|""|524747
5000106|"Peder Holk Nielsen"|"Hempel"|"Bestyrelsespost"|""|594965
5000106|"Pierre-Yves Jullien"|"Hempel"|"Direktionspost adm. dir"|""|616041
5000106|"Rene Hansen"|"Hempel"|"Bestyrelsespost"|""|630063
5000106|"Richard Rudolf Sand"|"Hempel"|"Bestyrelsespost formand"|""|631588
5000106|"Ulf Lennart Holm"|"Hempel"|"Bestyrelsespost"|""|685556
5000106|"Mads Juhl"|"Hempel"|"Bestyrelsespost"|""|990669
5000106|"Anders Pettersson"|"Hempel"|"Bestyrelsespost"|""|1162023
5000106|"Ann Louise Krüger Kofoed"|"Hempel"|"Bestyrelsespost Medarbejdervalgt"|""|1439644
5000106|"Henrik Bach Falkenberg"|"Hempel"|"Bestyrelsespost Medarbejdervalgt"|""|1885794
5000427|"Jesper Fors Holmark"|"Herning Shipping"|"Direktionspost"|""|445625
5000427|"Tage Benedikt Bundgaard"|"Herning Shipping"|"Bestyrelsespost"|""|665827
5000427|"Björn Erik Nilsson"|"Herning Shipping"|"Bestyrelsespost formand"|""|1453226
5000427|"Bengt David Harry Kjell"|"Herning Shipping"|"Bestyrelsespost"|""|1950372
5000427|"Nils Tomas Berntsson"|"Herning Shipping"|"Bestyrelsespost"|""|1957524
5000427|"Erik Gunnar Hallert"|"Herning Shipping"|"Bestyrelsespost"|""|10496166
5000427|"Dag Wilhelm Ringvold Strømme"|"Herning Shipping"|"Bestyrelsespost"|""|10496167
5000427|"Mads Torben Meldgaard"|"Herning Shipping"|"Direktionspost adm. dir"|""|17053544
5000258|"Anders Nymann"|"Hess Denmark"|"Direktionspost adm. dir"|""|1109677
5000258|"Martin George Edwards"|"Hess Denmark"|"Bestyrelsespost"|""|1757573
5000258|"Michael Robert Turner"|"Hess Denmark"|"Bestyrelsespost"|""|16808914
5000258|"Timothy Bartlett Goodell"|"Hess Denmark"|"Bestyrelsespost"|""|17052837
5000184|"Marten Thorhauge"|"Hewlett-Packard"|"Bestyrelsespost"|""|545936
5000184|"Jakob Brink Jensen"|"Hewlett-Packard"|"Bestyrelsespost formand"|""|1642179
5000184|"Jakob Schou Meding"|"Hewlett-Packard"|"Bestyrelsespost"|""|1665982
5000184|"Nina Schertiger"|"Hewlett-Packard"|"Bestyrelsespost"|""|1937910
5000184|"Per Johan Wilsby"|"Hewlett-Packard"|"Bestyrelsespost"|""|17092225
5000218|"Adine Charlotte Grate Axen"|"HI3G Denmark"|"Bestyrelsespost"|""|239965
5000218|"Carl Peder Ramel"|"HI3G Denmark"|"Direktionspost"|""|299544
5000218|"Christian Nicolas Roger Salbaing"|"HI3G Denmark"|"Bestyrelsespost"|""|308250
5000218|"Frank John Sixt"|"HI3G Denmark"|"Bestyrelsespost"|""|357391
5000218|"Marcus Wallenberg"|"HI3G Denmark"|"Bestyrelsespost"|""|541507
5000218|"Morten Christiansen"|"HI3G Denmark"|"Direktionspost adm.dir."|""|562777
5000218|"Kin Ning Canning Fok"|"HI3G Denmark"|"Bestyrelsespost formand"|""|1097344
5000218|"Ulf Christian Cederholm"|"HI3G Denmark"|"Bestyrelsespost"|""|1817713
5000218|"Erling Lennart Johansson"|"HI3G Denmark"|"Bestyrelsespost"|""|10440884
5000749|"Jöns Thomas Christer Hansson"|"Hilding Anders"|"Bestyrelsespost"|""|1792685
5000749|"Björn Einar Oskar Edvardsson"|"Hilding Anders"|"Bestyrelsespost"|""|1834818
5000749|"Knut Pål Nils Jönsson"|"Hilding Anders"|"Direktionspost adm. dir"|""|1909358
5001009|"Finn Palle Hansen"|"Hillerød Forsyning"|"Bestyrelsespost formand"|""|350339
5001009|"Tue Tortzen"|"Hillerød Forsyning"|"Bestyrelsespost"|""|723339
5001009|"Dan Riise Andersen"|"Hillerød Forsyning"|"Bestyrelsespost næstformand"|""|1400797
5001009|"Peter Nisbeth"|"Hillerød Forsyning"|"Bestyrelsespost næstformand"|""|1824695
5001009|"Alaa El Din Abd El Aziz Mohamed Aly El Barky"|"Hillerød Forsyning"|"Direktionspost"|""|1838673
5000124|"Elvin Jørgen Hansen"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|331906
5000124|"Finn Enoch Stengel Petersen"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|348291
5000124|"Hans Toft"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|386325
5000124|"Jens Arne Hedegaard Jensen"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|432963
5000124|"Jørgen Andreas Nørby"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|463928
5000124|"Ole Bjørstorp"|"HMN Naturgas (note)"|"Bestyrelsespost Næstformand"|""|579866
5000124|"Ove Ejnar Dalsgaard"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|590034
5000124|"Jens Grønlund"|"HMN Naturgas (note)"|"Bestyrelsespost Formand"|""|1187870
5000124|"Erik Christensen Lund"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|1701483
5000124|"Jens Dybdahl Vestergaard Jensen"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|1784643
5000124|"Willy R. Eliasen"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|1822517
5000124|"Jørgen Ejner Hammer Sørensen"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|1852566
5000124|"Tina Tving Stauning"|"HMN Naturgas (note)"|"Bestyrelsespost"|""|1852567
5000357|"Torben Bjørk Nielsen"|"Hoffmann"|"Bestyrelsespost"|""|677658
5000357|"Jørgen Wiese Porsmyr"|"Hoffmann"|"Bestyrelsespost"|""|1520398
5000357|"Peter Engell Petersen"|"Hoffmann"|"Bestyrelsespost"|""|1677652
5000357|"Per Ingemar Persson"|"Hoffmann"|"Bestyrelsespost formand"|""|1755515
5000357|"Trond Bølviken"|"Hoffmann"|"Bestyrelsespost"|""|16808715
5000357|"Michael Lindgren"|"Hoffmann"|"Bestyrelsespost"|""|16811960
5000706|"Hans Bundgaard"|"HMF Holding"|"Bestyrelsespost formand"|""|377353
5000706|"Kim Buchwald"|"HMF Holding"|"Bestyrelsespost"|""|491966
5000711|"Jens Hørby Jensen"|"Holdingselsk. J. Jensen"|"Direktionspost"|""|437026
5000474|"Karl-Wolfgang Gilbert Dubois"|"Holger Christiansen"|"Bestyrelsespost"|""|1030365
5000474|"Johnny Højfeldt Hvidtfeldt"|"Holger Christiansen"|"Bestyrelsespost"|""|1095698
5000474|"Hans Peter Meyen"|"Holger Christiansen"|"Bestyrelsespost formand"|""|1553317
5000474|"Bernd Rainer Rall"|"Holger Christiansen"|"Direktionspost"|""|1685859
5000474|"Michael Klemm"|"Holger Christiansen"|"Bestyrelsespost næstformand"|""|1755564
5000474|"Ralf Dieter Fiedler"|"Holger Christiansen"|"Direktionspost"|""|1867170
5000474|"Marco Faulenbach"|"Holger Christiansen"|"Direktionspost adm. dir"|""|1957529
5000474|"Jesper Lauridsen"|"Holger Christiansen"|"Bestyrelsespost"|""|1957530
5000474|"Lars Diester"|"Holger Christiansen"|"Direktionspost"|""|1957531
5000997|"Henning Høgslund"|"Honeywell"|"Bestyrelsespost"|""|396438
5000997|"Torben Peter Qvist"|"Honeywell"|"Direktionspost"|""|680359
5000997|"Torben Svejstrup"|"Honeywell"|"Bestyrelsespost formand"|""|681032
5000997|"Carl-Michael Fredrik Rydnemalm"|"Honeywell"|"Bestyrelsespost"|""|918739
5000997|"Niels Flemming Larsen"|"Honeywell"|"Bestyrelsespost"|""|1324046
5000403|"Birgitte Jepsen"|"Hornsyld Korn"|"Bestyrelsespost"|""|282261
5000403|"Charlotte Knigge"|"Hornsyld Korn"|"Bestyrelsespost"|""|304780
5000403|"Jørgen Jepsen"|"Hornsyld Korn"|"Bestyrelsespost formand"|""|468309
5000403|"Lars Christensen"|"Hornsyld Korn"|"Bestyrelsespost"|""|514961
5000403|"Marianne Jepsen"|"Hornsyld Korn"|"Bestyrelsespost"|""|543668
5000403|"Niels Jepsen"|"Hornsyld Korn"|"Bestyrelsespost"|""|570679
5000403|"Christian Christensen"|"Hornsyld Korn"|"Bestyrelsespost"|""|1652929
5000206|"Ole Kristensen"|"British American Tobacco Denmark"|"Bestyrelsespost"|""|631064
5000206|"Peter Schnettler Kristensen"|"British American Tobacco Denmark"|"Bestyrelsespost"|""|904294
5000206|"Peter Dalsberg"|"British American Tobacco Denmark"|"Direktionspost"|""|1453834
5000206|"Keith Roger Mitchell"|"British American Tobacco Denmark"|"Bestyrelsespost formand"|""|1692364
5000206|"Dean Anthony Gilfillan"|"British American Tobacco Denmark"|"Bestyrelsespost"|""|1911629
5000206|"Henrik Winther Hansen"|"British American Tobacco Denmark"|"Bestyrelsespost"|""|7365488
5000206|"Anne Kølle"|"British American Tobacco Denmark"|"Bestyrelsespost"|""|7365489
5000859|"James Brown"|"Howden Denmark"|"Bestyrelsespost Næstformand"|""|422674
5000859|"Torben Steen Jensen"|"Howden Denmark"|"Bestyrelsespost Medarbejdervalgt"|""|680867
5000859|"Tina Jensen"|"Howden Denmark"|"Bestyrelsespost Medarbejdervalgt"|""|1004635
5000859|"Allan Jan Formann Kristensen"|"Howden Denmark"|"Bestyrelsespost"|""|1642993
5000859|"Ian Brander"|"Howden Denmark"|"Bestyrelsespost formand"|""|1667704
5000287|"Hans Albert Hermann Schweers"|"HS Metalservice"|"Direktionspost Administrerende direktør"|""|376788
5000905|"Bent Sørensen"|"Hydra Tech"|"Direktionspost adm. dir"|""|275173
5000905|"Bernd Petersen"|"Hydra Tech"|"Bestyrelsespost"|""|278076
5000905|"Esben Bay Jørgensen"|"Hydra Tech"|"Bestyrelsespost formand"|""|344417
5000905|"Hans Jørgen Kaptain"|"Hydra Tech"|"Bestyrelsespost"|""|382116
5000905|"Henrik Krabbe"|"Hydra Tech"|"Bestyrelsespost"|""|402914
5000882|"Mark Alexander Langer"|"Hugo Boss Nordic"|"Bestyrelsespost"|""|1258104
5000882|"Gareth David Incledon"|"Hugo Boss Nordic"|"Direktionspost adm. dir"|""|1695419
5000882|"Judith Eckl"|"Hugo Boss Nordic"|"Bestyrelsespost"|""|1874436
5000738|"Hemming Van"|"HV Invest"|"Direktionspost Administrerende direktør"|""|394653
5000738|"Lisa Hagen Van"|"HV Invest"|"Bestyrelsespost formand"|""|532991
5000738|"Kaspar Dirach Van"|"HV Invest"|"Bestyrelsespost"|""|1884252
5000738|"Sebastian Dirach Van"|"HV Invest"|"Bestyrelsespost"|""|1884253
5000783|"Else Dam Jensen"|"Hydrema Holding"|"Bestyrelsespost"|""|330066
5000783|"Jan Werner Jensen"|"Hydrema Holding"|"Direktionspost Administrerende direktør"|""|429600
5000783|"Kjeld Werner Jensen"|"Hydrema Holding"|"Bestyrelsespost formand"|""|499892
5000783|"Jacob Møller Jakobsen"|"Hydrema Holding"|"Bestyrelsespost"|""|933422
5000783|"Gert Platen daugaard"|"Hydrema Holding"|"Bestyrelsespost"|""|1019858
5000783|"Marianne Mogensen"|"Hydrema Holding"|"Bestyrelsespost"|""|1019859
5000783|"Axel Sørensen"|"Hydrema Holding"|"Bestyrelsespost"|""|1019860
5000480|"Bjørn Bakkerud"|"Hydro Alum. Auto. Tønder"|"Bestyrelsespost"|""|288558
5000480|"Hanne Brodersen"|"Hydro Alum. Auto. Tønder"|"Bestyrelsespost Medarbejdervalgt"|""|1063381
5000480|"Tommy Seeberg"|"Hydro Alum. Auto. Tønder"|"Bestyrelsespost"|""|1271057
5000480|"Salvador Biosca"|"Hydro Alum. Auto. Tønder"|"Bestyrelsespost formand"|""|1397108
5000480|"Peter Winther Johnsen"|"Hydro Alum. Auto. Tønder"|"Bestyrelsespost"|""|1567899
5000480|"Kirsten Husted"|"Hydro Alum. Auto. Tønder"|"Bestyrelsespost"|""|1977488
5000639|"Graves Lorenzen"|"Hydro Alum. Tønder"|"Bestyrelsespost"|""|367945
5000639|"Kai Michelsen"|"Hydro Alum. Tønder"|"Bestyrelsespost"|""|477373
5000639|"Svend Madsen"|"Hydro Alum. Tønder"|"Bestyrelsespost"|""|657439
5000639|"Mads Bonde Hansen"|"Hydro Alum. Tønder"|"Direktionspost adm. dir"|""|1640894
5000639|"Karl Eichinger"|"Hydro Alum. Tønder"|"Bestyrelsespost formand"|""|1731814
5000639|"Peter Uhrenholt"|"Hydro Alum. Tønder"|"Bestyrelsespost"|""|1731816
5000639|"Thomas Baltzewitsch"|"Hydro Alum. Tønder"|"Bestyrelsespost"|""|1783008
5000320|"Peter Wenzel"|"Hørkram Holding"|"Bestyrelsespost formand"|""|613969
5000320|"Gerhard Heinrich Lütje"|"Hørkram Holding"|"Bestyrelsespost"|""|1422883
5000320|"Dirk Lütje"|"Hørkram Holding"|"Direktionspost adm. dir"|""|1422884
5000555|"Erik Andresen"|"IAI Holding"|"Bestyrelsespost"|""|310177
5000555|"Ib Andresen"|"IAI Holding"|"Bestyrelsespost formand"|""|409897
5000555|"Leif Henning Nielsen"|"IAI Holding"|"Bestyrelsespost"|""|524540
5000555|"Tom Andresen"|"IAI Holding"|"Bestyrelsespost"|""|674082
5000096|"Claus Gylling"|"IBM Danmark"|"Bestyrelsespost"|""|311838
5000096|"Flemming Madsen"|"IBM Danmark"|"Bestyrelsespost"|""|354085
5000096|"Søren Aaberg Iversen"|"IBM Danmark"|"Bestyrelsespost"|""|659182
5000096|"Henrik Bodskov"|"IBM Danmark"|"Direktionspost"|""|717064
5000096|"Lars Mikkelgaard-Jensen"|"IBM Danmark"|"Bestyrelsespost formand"|""|1036386
5000096|"Anne Hanting Bornfeld"|"IBM Danmark"|"Direktionspost"|""|1770540
5000096|"Anders Elmer Feddersen"|"IBM Danmark"|"Direktionspost"|""|1779646
5000096|"Susanne Elise Knudsen"|"IBM Danmark"|"Bestyrelsespost"|""|7377218
5000096|"Ole Vrangbæk Olsen"|"IBM Danmark"|"Direktionspost"|""|16809666
5000169|"Anders Colding Friis"|"IC Companys"|"Bestyrelsespost"|""|235452
5000169|"Anders Cleemann"|"IC Companys"|"Direktionspost"|""|246905
5000169|"Henrik Tonsgaard Heideby"|"IC Companys"|"Bestyrelsespost"|""|405404
5000169|"Niels Erik Martinsen"|"IC Companys"|"Bestyrelsespost formand"|""|568805
5000169|"Niels-Ole Nørgaard Mikkelsen"|"IC Companys"|"Direktionspost adm. dir"|""|575851
5000169|"Ole Wengel"|"IC Companys"|"Bestyrelsespost næstformand"|""|587268
5000169|"Peter Fabrin"|"IC Companys"|"Direktionspost"|""|607199
5000169|"Annette Pia Brøndholt Sørensen"|"IC Companys"|"Bestyrelsespost"|""|945164
5000169|"Per Bank"|"IC Companys"|"Bestyrelsespost"|""|999062
5000169|"Chris Bigler"|"IC Companys"|"Direktionspost Økonomidirektør"|""|1125695
5000102|"Christian Gymos Schmidt-Jacobsen"|"Icopal"|"Direktionspost"|""|307194
5000102|"Christine Bosse"|"Icopal"|"Bestyrelsespost"|""|309676
5000102|"Janus Doré Pagh"|"Icopal"|"Direktionspost"|""|1387101
5000102|"Daniel Lopez Cruz"|"Icopal"|"Bestyrelsespost næstformand"|""|1457774
5000102|"Yves Marc Christian Alexandre"|"Icopal"|"Bestyrelsespost næstformand"|""|1480730
5000102|"Brian Norman Dickie"|"Icopal"|"Bestyrelsespost formand"|""|1480731
5000102|"Miguel Kohlmann"|"Icopal"|"Bestyrelsespost"|""|1626716
5000270|"Jens Christian Lorenzen"|"IDdesign"|"Bestyrelsespost"|""|434375
5000270|"Søren Lindberg Cristofoli"|"IDdesign"|"Bestyrelsespost"|""|660104
5000270|"Trygve Holtskog"|"IDdesign"|"Bestyrelsespost"|""|684282
5000270|"Søren Peschardt Olesen"|"IDdesign"|"Bestyrelsespost formand"|""|940140
5000270|"Sven Oluf Kulldorf"|"IDdesign"|"Bestyrelsespost"|""|1575946
5000270|"Michael August Bonde Christiansen"|"IDdesign"|"Direktionspost adm. dir"|""|1636449
5000815|"Bent Skaarup Søgaard"|"Idealcombi"|"Direktionspost"|""|274944
5000815|"Birgit Marie Bukke Søgaard"|"Idealcombi"|"Bestyrelsespost"|""|281108
5000815|"Ella Nørbjerg Søgaard"|"Idealcombi"|"Bestyrelsespost"|""|328343
5000815|"Henning Skaarup Søgaard"|"Idealcombi"|"Bestyrelsespost"|""|398454
5000815|"Martin Nørbjerg Søgaard"|"Idealcombi"|"Bestyrelsespost"|""|1323213
5000815|"Mikael Yde Søgaard"|"Idealcombi"|"Bestyrelsespost"|""|1323230
5000552|"Hans Jørgen Kaptain"|"IE Holding"|"Bestyrelsespost"|""|382116
5000552|"Iver Espersen"|"IE Holding"|"Bestyrelsespost"|""|420369
5000552|"Jan Peter Seeberg Erlund"|"IE Holding"|"Bestyrelsespost"|""|424627
5000552|"Peter Grandjean Bamberger"|"IE Holding"|"Bestyrelsespost"|""|607743
5000519|"Kjell Rune Tveita"|"IF IT Services"|"Bestyrelsespost Formand"|""|500147
5000519|"Lars Jörgen Hidén"|"IF IT Services"|"Bestyrelsespost"|""|710364
5000519|"Dag Rehme"|"IF IT Services"|"Bestyrelsespost"|""|1349330
5000519|"Adam Christian Harhoff"|"IF IT Services"|"Direktionspost"|""|1388443
5000721|"Gunnar Frost"|"IGF Holding"|"Direktionspost Administrerende direktør"|""|370709
5000721|"Karen Marie Nielsen"|"IGF Holding"|"Bestyrelsespost"|""|970519
5000192|"Anders Bertil Mikael Olsson"|"IKEA"|"Direktionspost"|""|246465
5000192|"Nils Håkon Svedman"|"IKEA"|"Direktionspost"|""|1584378
5000192|"Cecilia Anna Margareta Håkansson"|"IKEA"|"Bestyrelsespost"|""|1653806
5000192|"Arnd Ketteler"|"IKEA"|"Bestyrelsespost"|""|1919031
5000192|"Carl Bernard Janzen"|"IKEA"|"Bestyrelsespost"|""|16993115
5000192|"Ann Jeanette Söderberg"|"IKEA"|"Bestyrelsespost formand"|""|17092763
5000378|"Erik Gunnar Schou"|"Imerco"|"Bestyrelsespost"|""|335538
5000378|"Mads Ole Krage"|"Imerco"|"Bestyrelsespost"|""|539649
5000378|"Mikael Goldschmidt"|"Imerco"|"Bestyrelsespost formand"|""|552477
5000378|"Villy Kjær Gravengaard"|"Imerco"|"Direktionspost adm. dir"|""|693545
5000378|"Frederik Oluf Brønnum"|"Imerco"|"Direktionspost"|""|717806
5000378|"Heidi Schorling Bach"|"Imerco"|"Bestyrelsespost"|""|1317966
5000378|"Søren Bjørn Hansen"|"Imerco"|"Bestyrelsespost næstformand"|""|1394195
5000378|"Anders Møldrup"|"Imerco"|"Direktionspost Økonomidirektør"|""|16812745
5000671|"Hans Henrik Kjølby"|"Inbo Holding"|"Bestyrelsespost"|""|380653
5000671|"John Norheim"|"Inbo Holding"|"Bestyrelsespost formand"|""|1135647
5000671|"Leif Roar Høiland"|"Inbo Holding"|"Bestyrelsespost"|""|1135648
5000260|"Søren Kristian Friis"|"Inco"|"Bestyrelsespost formand"|""|662554
5000260|"Lars Deleuran"|"Inco"|"Bestyrelsespost"|""|951670
5000260|"Margit Solveig Ulrika Winkler"|"Inco"|"Direktionspost adm. dir"|""|1014887
5000260|"Søren Dahl Kühlwein Kristiansen"|"Inco"|"Bestyrelsespost"|""|1423346
5000525|"Bjarne Holm Hansen"|"Indeks Retail"|"Bestyrelsespost"|""|286327
5000525|"Henrik Christensen"|"Indeks Retail"|"Direktionspost adm. dir"|""|400789
5000525|"Jens Holm"|"Indeks Retail"|"Bestyrelsespost"|""|436866
5000525|"Mike Jensen"|"Indeks Retail"|"Bestyrelsespost"|""|556786
5000525|"Palle Kjær"|"Indeks Retail"|"Bestyrelsespost"|""|592251
5000525|"Paul Michael Meyer"|"Indeks Retail"|"Bestyrelsespost formand"|""|594016
5000525|"Thomas Reseke"|"Indeks Retail"|"Bestyrelsespost"|""|670158
