"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"BIQ_PERSON_ID"
5000137|"Peter Gæmelke"|"DLR Kredit"|"Bestyrelsespost"|""|607907
5000137|"Søren Jensen"|"DLR Kredit"|"Bestyrelsespost medarbejdervalgt"|""|661995
5000137|"Vagn Hansen"|"DLR Kredit"|"Bestyrelsespost"|""|688681
5000137|"Vagn Thomsen Raun"|"DLR Kredit"|"Bestyrelsespost"|""|689535
5000137|"Tanja Bregninge Itenov"|"DLR Kredit"|"Bestyrelsespost medarbejdervalgt"|""|1168321
5000137|"Benny Pedersen"|"DLR Kredit"|"Bestyrelsespost Medarbejdervalgt"|""|1693929
5000137|"Astrid Agnete Holga Kjærsgaard"|"DLR Kredit"|"Bestyrelsespost Medarbejdervalgt"|""|1734579
5000137|"Jens Kristian Anders Møller"|"DLR Kredit"|"Direktionspost"|""|1827464
5000017|"Lars Nørby Johansen"|"DONG Energy"|"Bestyrelsespost Næstformand"|""|239996
5000017|"Carsten Krogsgaard Thomsen"|"DONG Energy"|"Direktionspost"|""|302143
5000017|"Fritz Henrik Schur"|"DONG Energy"|"Bestyrelsespost formand"|""|361293
5000017|"Jakob Brogaard"|"DONG Energy"|"Bestyrelsespost"|""|421948
5000017|"Mogens Vinther"|"DONG Energy"|"Bestyrelsespost"|""|561461
5000017|"Pia Gjellerup"|"DONG Energy"|"Bestyrelsespost"|""|615222
5000017|"Poul Arne Nielsen"|"DONG Energy"|"Bestyrelsespost"|""|616641
5000017|"Benny Dalgaard Loft"|"DONG Energy"|"Bestyrelsespost"|""|1006287
5000017|"Jens Nybo Stilling Sørensen"|"DONG Energy"|"Bestyrelsespost Medarbejdervalgt"|""|1203426
5000017|"Hanne Sten Andersen"|"DONG Energy"|"Bestyrelsespost"|""|1437540
5000017|"Jørgen Peter Jensen"|"DONG Energy"|"Bestyrelsespost"|""|1439324
5000017|"Benny Gøbel"|"DONG Energy"|"Bestyrelsespost"|""|1995115
5000017|"Jytte Koed Madsen"|"DONG Energy"|"Bestyrelsespost"|""|7362979
5000461|"Johannes Have Søndergaard"|"Dragsbæk"|"Direktionspost adm. dir"|""|452554
5000461|"Jone Voll"|"Dragsbæk"|"Bestyrelsespost"|""|460492
5000461|"Mogens Aaby"|"Dragsbæk"|"Bestyrelsespost"|""|557385
5000461|"Mogens Nielsen"|"Dragsbæk"|"Bestyrelsespost Formand"|""|560260
5000461|"Pål Eikeland"|"Dragsbæk"|"Bestyrelsespost"|""|627672
5000461|"Jon Magnus Jørgensen"|"Dragsbæk"|"Bestyrelsespost"|""|1059711
5000966|"Dan Christian Larsen"|"Draka Denmark Copper"|"Direktionspost"|""|1288859
5000966|"Philip Llewellyn Edwards"|"Draka Denmark Copper"|"Bestyrelsespost"|""|1702624
5000966|"Steen Gadsbøll"|"Draka Denmark Copper"|"Direktionspost Økonomidirektør"|""|1933596
5000966|"Rudolf Franciscus Majenburg"|"Draka Denmark Copper"|"Bestyrelsespost formand"|""|17059085
5000966|"Isto Lehmusvuori"|"Draka Denmark Copper"|"Direktionspost adm. dir"|""|17059086
5000966|"Stefano Leoni"|"Draka Denmark Copper"|"Bestyrelsespost"|""|17059087
5000342|"Gert Kristiansen"|"DS Gruppen"|"Bestyrelsespost Formand"|""|364988
5000342|"Kurt Bering Sørensen"|"DS Gruppen"|"Bestyrelsespost"|""|509962
5000342|"Mads Møller Hansen"|"DS Gruppen"|"Bestyrelsespost"|""|539593
5000342|"Preben Johansen"|"DS Gruppen"|"Direktionspost Økonomidirektør"|""|625915
5000342|"Svend Møller Hansen"|"DS Gruppen"|"Direktionspost adm. dir"|""|657550
5000071|"Frank Vestergaard Suhr Olesen"|"DSB"|"Direktionspost Vedligehold"|""|233126
5000071|"Annette Sadolin"|"DSB"|"Bestyrelsespost Næstformand"|""|258606
5000071|"Gert Frost"|"DSB"|"Direktionspost S-tog"|""|364633
5000071|"Jacob Kjær"|"DSB"|"Direktionspost Økonomidirektør"|""|421144
5000071|"Jens Iwer Petersen"|"DSB"|"Bestyrelsespost"|""|437104
5000071|"Lilian Merete Mogensen"|"DSB"|"Bestyrelsespost"|""|530443
5000071|"Mogens Jønck"|"DSB"|"Direktionspost Kommcerciel"|""|559466
5000071|"Peter Schütze"|"DSB"|"Bestyrelsespost Formand"|""|612641
5000071|"Lars Andersen"|"DSB"|"Bestyrelsespost"|""|930101
5000071|"Andreas Peter Schnell Hasle"|"DSB"|"Bestyrelsespost Medarbejderrepræsentant"|""|979530
5000071|"Lotte Littau Kjærgaard"|"DSB"|"Bestyrelsespost"|""|1005169
5000071|"Jesper Teddy Lok"|"DSB"|"Direktionspost adm. direktør"|""|1067300
5000071|"Susanne Mørch Koch"|"DSB"|"Direktionspost Fjern & Regionaltog"|""|1339254
5000071|"Preben Steenholdt Pedersen"|"DSB"|"Bestyrelsespost Medarbejderrepræsentant"|""|1634116
5000071|"Lone Lindsby"|"DSB"|"Direktionspost HR & Organisation"|""|1772229
5000071|"Hans Christian Kirketerp-Møller"|"DSB"|"Bestyrelsespost Medarbejderrepræsentant"|""|7385204
5000030|"Annette Sadolin"|"DSV"|"Bestyrelsespost"|""|258606
5000030|"Birgit Nørgaard"|"DSV"|"Bestyrelsespost"|""|281260
5000030|"Erik Buchvald Pedersen"|"DSV"|"Bestyrelsespost næstformand"|""|334108
5000030|"Kaj Christiansen"|"DSV"|"Bestyrelsespost"|""|478141
5000030|"Kurt Kokhauge Larsen"|"DSV"|"Bestyrelsespost formand"|""|511454
5000030|"Jens Hesselberg Lund"|"DSV"|"Direktionspost Økonomidirektør"|""|703974
5000030|"Jens Bjørn Andersen"|"DSV"|"Direktionspost adm. dir"|""|724779
5000030|"Thomas Stig Plenborg"|"DSV"|"Bestyrelsespost"|""|1405719
5000178|"Carl Evald Bakke-Jacobsen"|"DSV Miljø"|"Bestyrelsespost"|""|298549
5000178|"Jesper Bjørn Rasmussen"|"DSV Miljø"|"Bestyrelsespost"|""|444827
5000178|"Jørgen Ajslev"|"DSV Miljø"|"Bestyrelsespost"|""|463701
5000178|"Leif Jørn Tullberg"|"DSV Miljø"|"Bestyrelsespost formand"|""|524962
5000178|"Per-Anders Hjort"|"DSV Miljø"|"Direktionspost adm. dir"|""|713498
5000178|"Thomas Erik Torsten Erséus"|"DSV Miljø"|"Bestyrelsespost"|""|1080421
5000178|"Thomas Michael Tarnowski"|"DSV Miljø"|"Bestyrelsespost"|""|1453227
5000091|"Marianne Christa Jørgensen"|"DT Group"|"Bestyrelsespost"|""|305630
5000091|"Steen Weirsøe"|"DT Group"|"Bestyrelsespost"|""|644706
5000091|"Ole Mikael Jensen"|"DT Group"|"Direktionspost"|""|803624
5000091|"Katja Solveig Borregaard"|"DT Group"|"Bestyrelsespost Medarbejdervalgt"|""|1179854
5000091|"Richard Ivan Shoylekov"|"DT Group"|"Bestyrelsespost formand"|""|1536069
5000091|"Steen Kjærsgaard Villsen"|"DT Group"|"Bestyrelsespost"|""|1817777
5000820|"Oleg Kocherga"|"Duferco Danish Steel"|"Bestyrelsespost formand"|""|1308452
5000820|"Fred Hayrapet-Shakhanum"|"Duferco Danish Steel"|"Bestyrelsespost"|""|1705634
5000820|"Bram Jan Maarten Hansen"|"Duferco Danish Steel"|"Direktionspost"|""|17094317
5000714|"Per Christian Eriksson"|"Dustin"|"Bestyrelsespost formand"|""|597509
5000714|"Per Johan Karlsson"|"Dustin"|"Bestyrelsespost"|""|1012892
5000714|"Michael Haagen Petersen"|"Dustin"|"Bestyrelsespost"|""|1764941
5000899|"Andreas Christian Jørgensen"|"E 3-Gruppen"|"Direktionspost Administrerende direktør"|""|249754
5000899|"Elke Dora Jørgensen"|"E 3-Gruppen"|"Bestyrelsespost Formand"|""|328171
5000899|"Per Jørgensen"|"E 3-Gruppen"|"Bestyrelsespost"|""|600493
5000899|"Pia Jørgensen"|"E 3-Gruppen"|"Bestyrelsespost"|""|615384
5000899|"Tom Jørgensen"|"E 3-Gruppen"|"Bestyrelsespost"|""|674653
5000133|"Jørgen Sillesen"|"E. Pihl & Søn"|"Bestyrelsespost"|""|237120
5000133|"Birgit Nørgaard"|"E. Pihl & Søn"|"Bestyrelsespost formand"|""|281260
5000133|"Halldor Pall Ragnarsson"|"E. Pihl & Søn"|"Direktionspost adm. dir"|""|373475
5000133|"Ingelise Mose Bogason"|"E. Pihl & Søn"|"Bestyrelsespost"|""|415747
5000133|"Kjartan Langvad"|"E. Pihl & Søn"|"Bestyrelsespost"|""|498271
5000133|"Kurt Peter Carlsen"|"E. Pihl & Søn"|"Direktionspost"|""|512189
5000133|"Peter Fogh"|"E. Pihl & Søn"|"Bestyrelsespost"|""|607364
5000133|"Svend Erik Clemmensen"|"E. Pihl & Søn"|"Direktionspost"|""|655766
5000133|"Søren Langvad"|"E. Pihl & Søn"|"Bestyrelsespost"|""|662733
5000736|"Tore Harritshøj"|"E.ON Danmark"|"Direktionspost adm. dir"|""|1502936
5000736|"Anders Erling Olsson"|"E.ON Danmark"|"Bestyrelsespost formand"|""|1584459
5000736|"Jon Persson"|"E.ON Danmark"|"Bestyrelsespost"|""|1640041
5000736|"Søren Ulrik Vestergaard"|"E.ON Danmark"|"Bestyrelsespost"|""|1691843
5000736|"Lars Lagerkvist"|"E.ON Danmark"|"Bestyrelsespost"|""|1839224
5000110|"Dieter Kasprzak"|"ECCO"|"Bestyrelsespost"|""|318364
5000110|"Gerd Vibeke Rahbek-Clemmensen"|"ECCO"|"Bestyrelsespost"|""|363347
5000110|"Hanni Merete Kasprzak"|"ECCO"|"Bestyrelsespost Formand"|""|376559
5000110|"Karsten Borch"|"ECCO"|"Bestyrelsespost Næstformand"|""|486066
5000110|"Mogens Munk-Rasmussen"|"ECCO"|"Bestyrelsespost"|""|560179
5000110|"Annemette Nøhr"|"ECCO"|"Direktionspost"|""|988086
5000110|"Jens Christian Meier"|"ECCO"|"Direktionspost"|""|1075248
5000110|"Michael Jules Andre Jacob Johan Krol"|"ECCO"|"Direktionspost"|""|1193551
5000110|"Andreas Wortmann"|"ECCO"|"Direktionspost"|""|1443637
5000110|"Gitte Jochimsen"|"ECCO"|"Bestyrelsespost Medarbejdervalgt"|""|1443667
5000110|"Michael Hauge Sørensen"|"ECCO"|"Direktionspost"|""|1678377
5000110|"Panagiotis Mytaros"|"ECCO"|"Direktionspost"|""|1961475
5000110|"Kjeld Mortensen"|"ECCO"|"Bestyrelsespost"|""|7373001
5000417|"Jan Holmetoft Iversen"|"EET Nordic Group"|"Bestyrelsespost"|""|425638
5000417|"Bjørn Kåre Berg"|"EET Nordic Group"|"Bestyrelsespost"|""|938584
5000417|"John Thomas"|"EET Nordic Group"|"Bestyrelsespost formand"|""|1449429
5000397|"Bent Mosgaard"|"EG (EDB Gruppen)"|"Bestyrelsespost"|""|273698
5000397|"Hanne Madsen"|"EG (EDB Gruppen)"|"Bestyrelsespost Medarbejdervalgt"|""|375451
5000397|"Jens Peter Due Olsen"|"EG (EDB Gruppen)"|"Bestyrelsespost"|""|441194
5000397|"Leif Vestergaard"|"EG (EDB Gruppen)"|"Direktionspost adm. dir"|""|526697
5000397|"Mogens Munkholm Elsberg"|"EG (EDB Gruppen)"|"Bestyrelsespost næstformand"|""|560183
5000397|"Lars Terney"|"EG (EDB Gruppen)"|"Bestyrelsespost formand"|""|1046681
5000397|"Bjarne Aarup Andersen"|"EG (EDB Gruppen)"|"Direktionspost"|""|1126466
5000397|"Charlotte Kronborg Bennetsen"|"EG (EDB Gruppen)"|"Bestyrelsespost Medarbejdervalgt"|""|1127852
5000397|"Michael Haaning"|"EG (EDB Gruppen)"|"Bestyrelsespost"|""|1138749
5000397|"Christian Peter Jarnov"|"EG (EDB Gruppen)"|"Bestyrelsespost"|""|1620138
5000318|"Povl Christian Lütken Frigast"|"EGA Invest"|"Bestyrelsespost formand"|""|307017
5000318|"Klaus René Møller"|"EGA Invest"|"Direktionspost"|""|501423
5000318|"Lars Thomassen"|"EGA Invest"|"Bestyrelsespost"|""|520883
5000318|"Sigurd Lilienfeldt"|"EGA Invest"|"Bestyrelsespost"|""|639256
5000596|"Ebbe Malte Iversen"|"Egetæpper"|"Bestyrelsespost formand"|""|321802
5000596|"Egon Krogh Damgaard"|"Egetæpper"|"Bestyrelsespost"|""|324056
5000596|"Frank Uhrenholt"|"Egetæpper"|"Bestyrelsespost"|""|358242
5000596|"John Vestergaard Jensen"|"Egetæpper"|"Direktionspost"|""|458620
5000596|"Peder Fisker Knudsen"|"Egetæpper"|"Bestyrelsespost"|""|594819
5000596|"Anne Mette Zachariassen"|"Egetæpper"|"Bestyrelsespost"|""|1077905
5000596|"Svend Aage Færch Nielsen"|"Egetæpper"|"Direktionspost adm. dir"|""|1098006
5000596|"Niels Emanuel Clausen"|"Egetæpper"|"Bestyrelsespost"|""|16813635
5000596|"Maja Kirstine Lorenzen"|"Egetæpper"|"Bestyrelsespost"|""|16813636
5000067|"Anna Emilie Lerche-Lerchenborg"|"Egmont"|"Bestyrelsespost medarbejdervalgt"|""|253004
5000067|"Bert Lars-Johan Jarnheimer"|"Egmont"|"Bestyrelsespost"|""|278508
5000067|"Hans Jacob Carstensen"|"Egmont"|"Direktionspost"|""|377496
5000067|"Jeppe Knud Skadhauge"|"Egmont"|"Bestyrelsespost"|""|443920
5000067|"Jørgen Mikael Ole Olufsen"|"Egmont"|"Bestyrelsespost formand"|""|470151
5000067|"Steen Riisgaard"|"Egmont"|"Bestyrelsespost næstformand"|""|644099
5000067|"Steffen Kragh"|"Egmont"|"Direktionspost Administrerende direktør"|""|645409
5000067|"Torben Ballegaard Sørensen"|"Egmont"|"Bestyrelsespost"|""|677490
5000067|"Ulrik Bülow"|"Egmont"|"Bestyrelsespost"|""|687402
5000067|"Peder Høgild"|"Egmont"|"Bestyrelsespost Medarbejdervalgt"|""|1578782
5000067|"Marianne Oehlenschlæger"|"Egmont"|"Bestyrelsespost"|""|1986146
5000807|"Bent Albin Bang"|"Einar Kornerup"|"Bestyrelsespost"|""|270158
5000807|"Bjørn Nielsen"|"Einar Kornerup"|"Bestyrelsespost"|""|289100
5000807|"Hans Møller Christensen"|"Einar Kornerup"|"Direktionspost Administrerende direktør"|""|384020
5000807|"Ingemann Lind Nissen"|"Einar Kornerup"|"Bestyrelsespost"|""|415874
5000807|"Jens Jørgen Kornerup"|"Einar Kornerup"|"Bestyrelsespost"|""|437616
5000807|"John Westh Christensen"|"Einar Kornerup"|"Bestyrelsespost"|""|458764
5000807|"Niels Peter Kornerup"|"Einar Kornerup"|"Bestyrelsespost Næstformand"|""|573781
5000807|"Stig Meedom"|"Einar Kornerup"|"Bestyrelsespost"|""|647677
5000807|"Svend Otto Paludan-Müller"|"Einar Kornerup"|"Bestyrelsespost Formand"|""|657796
5000807|"Svend Søndergaard Matthisen"|"Einar Kornerup"|"Bestyrelsespost"|""|1779226
5000241|"Adam Troels Bjerg"|"Ejner Hessel Holding"|"Bestyrelsespost"|""|239904
5000241|"Arne Løvbjerg"|"Ejner Hessel Holding"|"Bestyrelsespost"|""|263235
5000241|"Bent Hedelund Hessel"|"Ejner Hessel Holding"|"Bestyrelsespost"|""|271880
5000241|"Bjarne Hedelund Hessel"|"Ejner Hessel Holding"|"Direktionspost"|""|286231
5000241|"Hans-Peder Hedelund Hessel"|"Ejner Hessel Holding"|"Bestyrelsespost"|""|384797
5000241|"Steen Sandgaard"|"Ejner Hessel Holding"|"Bestyrelsespost"|""|644202
5000241|"Sten Hedelund Hessel"|"Ejner Hessel Holding"|"Bestyrelsespost"|""|646085
5000241|"Janus Skak Olufsen"|"Ejner Hessel Holding"|"Bestyrelsespost formand"|""|719763
5000896|"Michael Lodahl"|"EKP"|"Direktionspost adm. dir"|""|553849
5000896|"Mogens Daugaard Christensen"|"EKP"|"Direktionspost"|""|558196
5000813|"John Martin Poulsen"|"Ekspres Bank"|"Direktionspost Administrerende direktør"|""|958698
5000813|"Jean-Pierre Francois Charles"|"Ekspres Bank"|"Bestyrelsespost"|""|1759517
5000813|"Philippe André René Raffay"|"Ekspres Bank"|"Bestyrelsespost"|""|1759518
5000813|"Mogens Frederik Jens Niels Carl Christian Nederby"|"Ekspres Bank"|"Bestyrelsespost"|""|1965510
5000813|"Raffaele Cicala"|"Ekspres Bank"|"Bestyrelsespost"|""|16911679
5000813|"Veronique Rebecca Judith Doucet"|"Ekspres Bank"|"Bestyrelsespost"|""|16911680
5000813|"Stephen Andrew Robert Hunt"|"Ekspres Bank"|"Bestyrelsespost formand"|""|16911681
5000587|"Erik Møller"|"Electrolux Home Production"|"Bestyrelsespost"|""|1312702
5000587|"Klaus Peter Warmedinger"|"Electrolux Home Production"|"Bestyrelsespost"|""|1460675
5000587|"Hanna Maria Nilsson"|"Electrolux Home Production"|"Bestyrelsespost formand"|""|1874545
5000587|"Preben Engberg Christensen"|"Electrolux Home Production"|"Bestyrelsespost Medarbejdervalgt"|""|1874546
5000587|"Helen Skovsende Eriksen"|"Electrolux Home Production"|"Bestyrelsespost Medarbejdervalgt"|""|1874547
5000587|"Michael Lindvang Jensen"|"Electrolux Home Production"|"Bestyrelsespost"|""|1903965
5000587|"Cornelis Braam"|"Electrolux Home Production"|"Bestyrelsespost"|""|17073534
5000189|"Aldo Giovanni Scoppa"|"Elgiganten"|"Bestyrelsespost"|""|241968
5000189|"Jesper Boysen"|"Elgiganten"|"Direktionspost"|""|444909
5000189|"Ronny Blomseth"|"Elgiganten"|"Bestyrelsespost formand"|""|1122708
5000189|"Marianne Kurås"|"Elgiganten"|"Bestyrelsespost"|""|1573550
5000483|"Michael Keldsen"|"Eli Lilly"|"Bestyrelsespost Formand"|""|553433
5000483|"Neil Geoffrey Archer"|"Eli Lilly"|"Bestyrelsespost"|""|1676809
5000483|"Lars Patrik Larsson"|"Eli Lilly"|"Direktionspost adm. dir"|""|1830570
5000477|"Aage Jarl Jensen"|"Elopak Denmark"|"Bestyrelsespost"|""|238124
5000477|"Bjørn Ivar Flatgtård"|"Elopak Denmark"|"Bestyrelsespost"|""|288899
5000477|"Henrik Heilskov Jensen"|"Elopak Denmark"|"Direktionspost adm. dir"|""|401915
5000477|"Niels Peter Rode"|"Elopak Denmark"|"Direktionspost"|""|573940
5000477|"Jan Ivar Rønning"|"Elopak Denmark"|"Bestyrelsespost formand"|""|1364183
5000477|"Stephen Dirk Naumann"|"Elopak Denmark"|"Bestyrelsespost"|""|1387035
5000477|"Steffen Thestrup Emanuelsen"|"Elopak Denmark"|"Bestyrelsespost"|""|1513357
5000477|"Lars Myren"|"Elopak Denmark"|"Bestyrelsespost"|""|1513358
5000582|"Christiane Dahlerup"|"Elro Energi"|"Direktionspost"|""|309410
5000582|"Kurt Kristensen"|"Elro Energi"|"Bestyrelsespost"|""|511488
5000582|"Peter Andesen"|"Elro Energi"|"Bestyrelsespost"|""|605117
5000582|"Steen Thomsen"|"Elro Energi"|"Bestyrelsespost"|""|644476
5000582|"Svend Aage Skjellerup Nielsen"|"Elro Energi"|"Bestyrelsespost næstformand"|""|654849
5000582|"Nikolaj Per Schøler"|"Elro Energi"|"Bestyrelsespost formand"|""|978343
5000582|"Erik Revsbech Jensen"|"Elro Energi"|"Bestyrelsespost"|""|1387032
5000582|"Malte Larsen"|"Elro Energi"|"Bestyrelsespost"|""|1480426
5000582|"Sten Magnus Petersen"|"Elro Energi"|"Bestyrelsespost"|""|1753307
5000495|"Sonny Hoffmann Nielsen"|"Eltel Networks"|"Bestyrelsespost"|""|640996
5000495|"Steen Steensen"|"Eltel Networks"|"Direktionspost Økonomidirektør"|""|1217049
5000495|"Jan Brian Lundsgaard"|"Eltel Networks"|"Bestyrelsespost Medarbejdervalgt"|""|1769493
5000495|"Nils Axel Hjärne"|"Eltel Networks"|"Bestyrelsespost formand"|""|1783604
5000495|"David Mikael Persson"|"Eltel Networks"|"Bestyrelsespost"|""|1783605
5000495|"Susanne Skelbo Neldeberg"|"Eltel Networks"|"Bestyrelsespost"|""|1951609
5000875|"Bjarne Møller Simonsen"|"Emmelev"|"Direktionspost Administrerende direktør"|""|287136
5000875|"Erling Møller Simonsen"|"Emmelev"|"Bestyrelsespost"|""|342728
5000875|"Helge Møller Simonsen"|"Emmelev"|"Bestyrelsespost Formand"|""|391984
5000875|"Morten Frost Simonsen"|"Emmelev"|"Bestyrelsespost"|""|563033
5000089|"Arne Grünfeld Pedersen"|"ENEMÆRKE & PETERSEN A/S"|"Bestyrelsespost"|""|262216
5000089|"Jørgen Enegaard Nicolajsen"|"ENEMÆRKE & PETERSEN A/S"|"Bestyrelsespost formand"|""|465947
5000089|"Flemming Lorents Steen"|"ENEMÆRKE & PETERSEN A/S"|"Bestyrelsespost"|""|1093737
5000089|"Kim Jørn Jensen"|"ENEMÆRKE & PETERSEN A/S"|"Bestyrelsespost"|""|1163880
5000089|"Michael Tiedt"|"ENEMÆRKE & PETERSEN A/S"|"Bestyrelsespost"|""|1775622
5000089|"Svend Rieks Hartmann"|"ENEMÆRKE & PETERSEN A/S"|"Direktionspost adm. dir"|""|658101
5000094|"Jan Leo Ravn"|"Energi Danmark"|"Bestyrelsespost"|""|318926
5000094|"Jens Otto Veile"|"Energi Danmark"|"Bestyrelsespost"|""|440691
5000094|"Jesper Hjulmand"|"Energi Danmark"|"Bestyrelsespost formand"|""|445600
5000094|"Jørgen Holm Westergaard"|"Energi Danmark"|"Direktionspost adm. dir"|""|467765
5000094|"Knud Bent Larsen"|"Energi Danmark"|"Bestyrelsespost næstformand"|""|502672
5000094|"Søren Marinus Sørensen"|"Energi Danmark"|"Bestyrelsespost"|""|664882
5000094|"Henning Müller Carlsen"|"Energi Danmark"|"Direktionspost Økonomidirektør"|""|1140429
5000094|"Anders Jørgen Banke"|"Energi Danmark"|"Bestyrelsespost"|""|1301222
5000306|"Bjarne Schack"|"Energi Fyn"|"Bestyrelsespost"|""|232289
5000306|"Arne Anton Clausen"|"Energi Fyn"|"Direktionspost Administrerende direktør"|""|261375
5000306|"Bjarne Ivan Hansen"|"Energi Fyn"|"Bestyrelsespost"|""|286410
5000306|"Hans Juel Jensen"|"Energi Fyn"|"Bestyrelsespost"|""|381569
5000306|"Jens Otto Dalhøj"|"Energi Fyn"|"Bestyrelsespost"|""|440602
5000306|"Leif Henriksen"|"Energi Fyn"|"Bestyrelsespost Formand"|""|524556
5000306|"Søren Thorsager"|"Energi Fyn"|"Bestyrelsespost"|""|665042
5000306|"Kaj Erik Mogensen"|"Energi Fyn"|"Bestyrelsespost"|""|1030140
5000306|"Steen Langkilde Møller"|"Energi Fyn"|"Bestyrelsespost næstformand"|""|1347392
5000306|"Finn Søndergaard Boysen"|"Energi Fyn"|"Bestyrelsespost"|""|1589971
5000672|"Benny Lajer Ragner"|"Energi Viborg"|"Bestyrelsespost formand"|""|269425
5000672|"Christian Hagelskjær"|"Energi Viborg"|"Direktionspost adm. dir"|""|307212
5000672|"Nina Arnfeldt Hygum"|"Energi Viborg"|"Bestyrelsespost"|""|577193
5000672|"Finn Aggerholm"|"Energi Viborg"|"Bestyrelsespost"|""|1450566
5000672|"Allan Clifford Christensen"|"Energi Viborg"|"Bestyrelsespost"|""|1500139
5000672|"Inger Løjengaard Jakobsen"|"Energi Viborg"|"Bestyrelsespost næstformand"|""|1829202
5000672|"Rikke Cramer Christiansen"|"Energi Viborg"|"Bestyrelsespost"|""|1829204
5000672|"Gitte Würtz Henneberg"|"Energi Viborg"|"Bestyrelsespost"|""|7375379
5000672|"Jens Jørgen Ploumann"|"Energi Viborg"|"Bestyrelsespost"|""|7375380
5000228|"Jørn Ladegaard Kristoffersen"|"EnergiMidt"|"Bestyrelsespost"|""|234298
5000228|"Arne Bo Larsen"|"EnergiMidt"|"Bestyrelsespost næstformand"|""|261559
5000228|"Bent Kornbek"|"EnergiMidt"|"Bestyrelsespost"|""|272980
5000228|"Bent Kristensen"|"EnergiMidt"|"Direktionspost"|""|273034
5000228|"Bodil Kathrine Nautrup Christensen"|"EnergiMidt"|"Bestyrelsespost"|""|291873
5000228|"Hans Jørgen Okholm"|"EnergiMidt"|"Bestyrelsespost"|""|384228
5000228|"Jan Skytte Pedersen"|"EnergiMidt"|"Bestyrelsespost"|""|428678
5000228|"Jens Jørn Justesen"|"EnergiMidt"|"Bestyrelsespost formand"|""|437876
5000228|"Jens Ove Nautrup Simonsen"|"EnergiMidt"|"Bestyrelsespost"|""|440771
5000228|"Jørn Ravnholt Würtz"|"EnergiMidt"|"Bestyrelsespost næstformand"|""|475987
5000228|"Svend Aage Sørensen"|"EnergiMidt"|"Bestyrelsespost"|""|947600
5000228|"Frede Hasseriis Jacobsen"|"EnergiMidt"|"Bestyrelsespost"|""|1045515
5000228|"Kjeld Aagaard Kjærulff"|"EnergiMidt"|"Bestyrelsespost"|""|1210743
5000135|"Birgitte Kiær Ahring"|"Energinet.dk"|"Bestyrelsespost"|""|282301
5000135|"Birgitte Nielsen"|"Energinet.dk"|"Bestyrelsespost"|""|282515
5000135|"Erik Gade Kirk Dahl"|"Energinet.dk"|"Bestyrelsespost"|""|334558
5000135|"Hans Emmerich Schiøtt"|"Energinet.dk"|"Bestyrelsespost"|""|378950
5000135|"Niels Arne Gadegaard"|"Energinet.dk"|"Bestyrelsespost"|""|566588
5000135|"Niels Fog"|"Energinet.dk"|"Bestyrelsespost formand"|""|569212
5000135|"Peder Østermark Andreasen"|"Energinet.dk"|"Direktionspost adm. direktør"|""|595682
5000135|"Poul Erik Morthorst"|"Energinet.dk"|"Bestyrelsespost"|""|1143561
5000135|"Peter Møllgaard"|"Energinet.dk"|"Bestyrelsespost"|""|1143562
5000638|"Johan Blach Petersen"|"Engsø Gruppen"|"Bestyrelsespost formand"|""|450309
5000638|"Lars Blavnsfeldt"|"Engsø Gruppen"|"Bestyrelsespost"|""|514391
5000638|"Per Engsø Larsen"|"Engsø Gruppen"|"Direktionspost"|""|598554
5000769|"Stefan Kercza"|"Eniro"|"Direktionspost adm. dir"|""|1355290
5000769|"Anna Katarina Svensdotter Lindgren"|"Eniro"|"Bestyrelsespost"|""|1656042
5000769|"Johan Mattias Lundqvist"|"Eniro"|"Bestyrelsespost"|""|1656043
5000769|"Johan Anders Lindgren"|"Eniro"|"Bestyrelsespost formand"|""|1910733
5000769|"Hans Göran Sällvin"|"Eniro"|"Bestyrelsespost"|""|1991546
5000884|"Erik Lyng Johannessen"|"ERA Biler"|"Bestyrelsespost formand"|""|337880
5000884|"Jacob Lyng Johannessen"|"ERA Biler"|"Direktionspost adm. dir"|""|421230
5000884|"Klaus Ewald Madsen"|"ERA Biler"|"Bestyrelsespost"|""|500698
5000884|"Nikolaj Vejlsgaard"|"ERA Biler"|"Bestyrelsespost"|""|576202
5000408|"Jens Lykke Thomsen"|"Ericsson"|"Bestyrelsespost"|""|703247
5000408|"Lars Christian Tofft"|"Ericsson"|"Bestyrelsespost"|""|1365540
5000408|"Maria Elisabeth Ivarsdotter Radtke"|"Ericsson"|"Bestyrelsespost formand"|""|1912925
5000408|"Flemming Divad"|"Ericsson"|"Bestyrelsespost"|""|1946210
5000408|"Per Henri Branefelt"|"Ericsson"|"Bestyrelsespost"|""|7385686
5000494|"Jakob Lomholt Fogt"|"Ernst & Young (note)"|"Bestyrelsespost næstformand"|""|422287
5000494|"Per Møller"|"Ernst & Young (note)"|"Direktionspost adm. dir"|""|601737
5000494|"Carsten Collin Hansen"|"Ernst & Young (note)"|"Bestyrelsespost"|""|1511907
5000494|"Robert Christensen"|"Ernst & Young (note)"|"Bestyrelsespost formand"|""|1956013
5000569|"Jørgen Skov"|"Esbjerg Forsyning"|"Bestyrelsespost"|""|472291
5000569|"Hans Freddie Holmgaard Madsen"|"Esbjerg Forsyning"|"Bestyrelsespost formand"|""|1674543
