"Navn"|"Kvinder"|"Mænd"|"Samlet"|"Andel.mænd"|"Kategori"
"23615"|"GRAHAME"|0|1|1|1|"Mand"
"23616"|"GRAIG"|0|1|1|1|"Mand"
"23617"|"GRAN"|0|1|1|1|"Mand"
"23618"|"GRANNO"|0|1|1|1|"Mand"
"23619"|"GRANSON"|0|1|1|1|"Mand"
"23620"|"GRASSIAS"|0|1|1|1|"Mand"
"23621"|"GRATCHIA"|0|1|1|1|"Mand"
"23622"|"GRATIAN-ADRIAN"|0|1|1|1|"Mand"
"23623"|"GRATIANI"|0|1|1|1|"Mand"
"23624"|"GRATIEN"|0|1|1|1|"Mand"
"23625"|"GRAVIDAS"|0|1|1|1|"Mand"
"23626"|"GRAVS"|0|1|1|1|"Mand"
"23627"|"GRAYHAM"|0|1|1|1|"Mand"
"23628"|"GRAYSON"|0|1|1|1|"Mand"
"23629"|"GRAZIANO"|0|1|1|1|"Mand"
"23630"|"GREENFIELD"|0|1|1|1|"Mand"
"23631"|"GREENIDGE"|0|1|1|1|"Mand"
"23632"|"GREGORI"|0|1|1|1|"Mand"
"23633"|"GREGORIE"|0|1|1|1|"Mand"
"23634"|"GREGORIOS"|0|1|1|1|"Mand"
"23635"|"GREGORS"|0|1|1|1|"Mand"
"23636"|"GRÉGORY"|0|1|1|1|"Mand"
"23637"|"GREGORZ"|0|1|1|1|"Mand"
"23638"|"GREIS-ARNE"|0|1|1|1|"Mand"
"23639"|"GRENT"|0|1|1|1|"Mand"
"23640"|"GRETHENS"|0|1|1|1|"Mand"
"23641"|"GRETTIR"|0|1|1|1|"Mand"
"23642"|"GREY"|0|1|1|1|"Mand"
"23643"|"GRGA"|0|1|1|1|"Mand"
"23644"|"GRIDSADA"|0|1|1|1|"Mand"
"23645"|"GRIGORE-ADRIAN"|0|1|1|1|"Mand"
"23646"|"GRIGORY"|0|1|1|1|"Mand"
"23647"|"GRIRAJ"|0|1|1|1|"Mand"
"23648"|"GRMAY"|0|1|1|1|"Mand"
"23649"|"GROTEK"|0|1|1|1|"Mand"
"23650"|"GROVER"|0|1|1|1|"Mand"
"23651"|"GROZDIMIR"|0|1|1|1|"Mand"
"23652"|"GRUJA"|0|1|1|1|"Mand"
"23653"|"GRUJICA"|0|1|1|1|"Mand"
"23654"|"GRUJO"|0|1|1|1|"Mand"
"23655"|"GRUNDE"|0|1|1|1|"Mand"
"23656"|"GRÜNWALD"|0|1|1|1|"Mand"
"23657"|"GRZEBORZ"|0|1|1|1|"Mand"
"23658"|"GRZEGOIZ"|0|1|1|1|"Mand"
"23659"|"GRZEGORS"|0|1|1|1|"Mand"
"23660"|"GRZEGOTZ"|0|1|1|1|"Mand"
"23661"|"GRZEGROZ"|0|1|1|1|"Mand"
"23662"|"GRÆKARIS"|0|1|1|1|"Mand"
"23663"|"GRØNBÆK"|0|1|1|1|"Mand"
"23664"|"GRØNVALD"|0|1|1|1|"Mand"
"23665"|"GUALBERTO"|0|1|1|1|"Mand"
"23666"|"GUANCHENG"|0|1|1|1|"Mand"
"23667"|"GUANGBING"|0|1|1|1|"Mand"
"23668"|"GUANGCHAO"|0|1|1|1|"Mand"
"23669"|"GUANGCHEN"|0|1|1|1|"Mand"
"23670"|"GUANGFAN"|0|1|1|1|"Mand"
"23671"|"GUANGHAI"|0|1|1|1|"Mand"
"23672"|"GUANGHAN"|0|1|1|1|"Mand"
"23673"|"GUANGHAO"|0|1|1|1|"Mand"
"23674"|"GUANGHONG"|0|1|1|1|"Mand"
"23675"|"GUANGLIN"|0|1|1|1|"Mand"
"23676"|"GUANGLUE"|0|1|1|1|"Mand"
"23677"|"GUANGSHUAI"|0|1|1|1|"Mand"
"23678"|"GUANGTAO"|0|1|1|1|"Mand"
"23679"|"GUANGXI"|0|1|1|1|"Mand"
"23680"|"GUANGYA"|0|1|1|1|"Mand"
"23681"|"GUANGYING"|0|1|1|1|"Mand"
"23682"|"GUANGYONG"|0|1|1|1|"Mand"
"23683"|"GUANGYU"|0|1|1|1|"Mand"
"23684"|"GUANGYUAN"|0|1|1|1|"Mand"
"23685"|"GUANGZE"|0|1|1|1|"Mand"
"23686"|"GUANGZHE"|0|1|1|1|"Mand"
"23687"|"GUANGZHU"|0|1|1|1|"Mand"
"23688"|"GUANHUA"|0|1|1|1|"Mand"
"23689"|"GUAN-HUI"|0|1|1|1|"Mand"
"23690"|"GUANPING"|0|1|1|1|"Mand"
"23691"|"GUANYUAN"|0|1|1|1|"Mand"
"23692"|"GUARANIS"|0|1|1|1|"Mand"
"23693"|"GUBB"|0|1|1|1|"Mand"
"23694"|"GUBEN"|0|1|1|1|"Mand"
"23695"|"GUDBERT"|0|1|1|1|"Mand"
"23696"|"GUÐBJARTUR"|0|1|1|1|"Mand"
"23697"|"GUDBRANDUR"|0|1|1|1|"Mand"
"23698"|"GUDETA"|0|1|1|1|"Mand"
"23699"|"GUDFINNUR"|0|1|1|1|"Mand"
"23700"|"GUÐGEIR"|0|1|1|1|"Mand"
"23701"|"GUDINA"|0|1|1|1|"Mand"
"23702"|"GUDLEIF"|0|1|1|1|"Mand"
"23703"|"GUDMAN"|0|1|1|1|"Mand"
"23704"|"GUDMANN"|0|1|1|1|"Mand"
"23705"|"GUDMAR"|0|1|1|1|"Mand"
"23706"|"GUÐMAR"|0|1|1|1|"Mand"
"23707"|"GUDMON"|0|1|1|1|"Mand"
"23708"|"GUDMUNN"|0|1|1|1|"Mand"
"23709"|"GUDY"|0|1|1|1|"Mand"
"23710"|"GUEELABLY"|0|1|1|1|"Mand"
"23711"|"GUEELASAY"|0|1|1|1|"Mand"
"23712"|"GUENNADI"|0|1|1|1|"Mand"
"23713"|"GUENRIKH"|0|1|1|1|"Mand"
"23714"|"GUENS"|0|1|1|1|"Mand"
"23715"|"GUEORGI"|0|1|1|1|"Mand"
"23716"|"GUERCHOM"|0|1|1|1|"Mand"
"23717"|"GUERINO"|0|1|1|1|"Mand"
"23718"|"GUERRINO"|0|1|1|1|"Mand"
"23719"|"GUERSCHOM"|0|1|1|1|"Mand"
"23720"|"GUFOS"|0|1|1|1|"Mand"
"23721"|"GUGANESHAN"|0|1|1|1|"Mand"
"23722"|"GUGI"|0|1|1|1|"Mand"
"23723"|"GUHAAD"|0|1|1|1|"Mand"
"23724"|"GUIGUANG"|0|1|1|1|"Mand"
"23725"|"GUI-HUA"|0|1|1|1|"Mand"
"23726"|"GUILAUME"|0|1|1|1|"Mand"
"23727"|"GUILIAN"|0|1|1|1|"Mand"
"23728"|"GUILLIAUME"|0|1|1|1|"Mand"
"23729"|"GUINGOR"|0|1|1|1|"Mand"
"23730"|"GUIXIAN"|0|1|1|1|"Mand"
"23731"|"GUIYANG"|0|1|1|1|"Mand"
"23732"|"GUKKI"|0|1|1|1|"Mand"
"23733"|"GULAB"|0|1|1|1|"Mand"
"23734"|"GULABI"|0|1|1|1|"Mand"
"23735"|"GULADIN"|0|1|1|1|"Mand"
"23736"|"GULAGA"|0|1|1|1|"Mand"
"23737"|"GULAK"|0|1|1|1|"Mand"
"23738"|"GULAKUR"|0|1|1|1|"Mand"
"23739"|"GULAVEERASINGAM"|0|1|1|1|"Mand"
"23740"|"GULDBERG"|0|1|1|1|"Mand"
"23741"|"GULDBRAND"|0|1|1|1|"Mand"
"23742"|"GULDIERE"|0|1|1|1|"Mand"
"23743"|"GULEID"|0|1|1|1|"Mand"
"23744"|"GULEK"|0|1|1|1|"Mand"
"23745"|"GULIANO"|0|1|1|1|"Mand"
"23746"|"GULLACH"|0|1|1|1|"Mand"
"23747"|"GULLAUME"|0|1|1|1|"Mand"
"23748"|"GULLBRANDUR"|0|1|1|1|"Mand"
"23749"|"GULLEID"|0|1|1|1|"Mand"
"23750"|"GULLEIK"|0|1|1|1|"Mand"
"23751"|"GULLIK"|0|1|1|1|"Mand"
"23752"|"GULLIP"|0|1|1|1|"Mand"
"23753"|"GULMANSHAH"|0|1|1|1|"Mand"
"23754"|"GULMURAD"|0|1|1|1|"Mand"
"23755"|"GULOMAR"|0|1|1|1|"Mand"
"23756"|"GULOMMIRZO"|0|1|1|1|"Mand"
"23757"|"GULRAHMAN"|0|1|1|1|"Mand"
"23758"|"GUL-RAHMAN"|0|1|1|1|"Mand"
"23759"|"GULRAIZ"|0|1|1|1|"Mand"
"23760"|"GULREZ"|0|1|1|1|"Mand"
"23761"|"GULSTAR"|0|1|1|1|"Mand"
"23762"|"GULTASAB"|0|1|1|1|"Mand"
"23763"|"GULTEKIN"|0|1|1|1|"Mand"
"23764"|"GULZAMAN"|0|1|1|1|"Mand"
"23765"|"GUNABALASINGAM"|0|1|1|1|"Mand"
"23766"|"GUNADHISH"|0|1|1|1|"Mand"
"23767"|"GUNALAN"|0|1|1|1|"Mand"
"23768"|"GUNAPALASINGHAM"|0|1|1|1|"Mand"
"23769"|"GUNARATHAM"|0|1|1|1|"Mand"
"23770"|"GUNARATNA"|0|1|1|1|"Mand"
"23771"|"GUNARS-ZIGURDS"|0|1|1|1|"Mand"
"23772"|"GUNASEKAR"|0|1|1|1|"Mand"
"23773"|"GUNASEKARAN"|0|1|1|1|"Mand"
"23774"|"GUNATHEESWARAN"|0|1|1|1|"Mand"
"23775"|"GUNDAHL"|0|1|1|1|"Mand"
"23776"|"GUNDAL"|0|1|1|1|"Mand"
"23777"|"GUNDAPPA"|0|1|1|1|"Mand"
"23778"|"GUNDOLF"|0|1|1|1|"Mand"
"23779"|"GUNDOR"|0|1|1|1|"Mand"
"23780"|"GUNDORF"|0|1|1|1|"Mand"
"23781"|"GUNDORPH"|0|1|1|1|"Mand"
"23782"|"GUNDVALD"|0|1|1|1|"Mand"
"23783"|"GUNDÜZ"|0|1|1|1|"Mand"
"23784"|"GUNEET"|0|1|1|1|"Mand"
"23785"|"GUNEJ"|0|1|1|1|"Mand"
"23786"|"GUNER"|0|1|1|1|"Mand"
"23787"|"GUNESH"|0|1|1|1|"Mand"
"23788"|"GUNESHAN"|0|1|1|1|"Mand"
"23789"|"GUNHARDT"|0|1|1|1|"Mand"
"23790"|"GUNLAUG"|0|1|1|1|"Mand"
"23791"|"GUNLAUGUR"|0|1|1|1|"Mand"
"23792"|"GUNLEIGUR"|0|1|1|1|"Mand"
"23793"|"GUNLEIV"|0|1|1|1|"Mand"
"23794"|"GUNNÁLVUR"|0|1|1|1|"Mand"
"23795"|"GUNNARAS"|0|1|1|1|"Mand"
"23796"|"GUNNAR-EMIL"|0|1|1|1|"Mand"
"23797"|"GUNNARR"|0|1|1|1|"Mand"
"23798"|"GUNNLEIV"|0|1|1|1|"Mand"
"23799"|"GUNNLEIVUR"|0|1|1|1|"Mand"
"23800"|"GUNNLEYGUR"|0|1|1|1|"Mand"
"23801"|"GUNNÞÓR"|0|1|1|1|"Mand"
"23802"|"GUNO"|0|1|1|1|"Mand"
"23803"|"GUNVAN"|0|1|1|1|"Mand"
"23804"|"GUNVIR"|0|1|1|1|"Mand"
"23805"|"GUOBAO"|0|1|1|1|"Mand"
"23806"|"GUOCE"|0|1|1|1|"Mand"
"23807"|"GUOCHONG"|0|1|1|1|"Mand"
"23808"|"GUODONG"|0|1|1|1|"Mand"
"23809"|"GUOFENG"|0|1|1|1|"Mand"
"23810"|"GUOHUI"|0|1|1|1|"Mand"
"23811"|"GUOJUN"|0|1|1|1|"Mand"
"23812"|"GUOMING"|0|1|1|1|"Mand"
"23813"|"GUÔMUNDUR"|0|1|1|1|"Mand"
"23814"|"GUONING"|0|1|1|1|"Mand"
"23815"|"GUOREN"|0|1|1|1|"Mand"
"23816"|"GUO-RONG"|0|1|1|1|"Mand"
"23817"|"GUOSHENG"|0|1|1|1|"Mand"
"23818"|"GUOTAO"|0|1|1|1|"Mand"
"23819"|"GUO-TING"|0|1|1|1|"Mand"
"23820"|"GUO-WEN"|0|1|1|1|"Mand"
"23821"|"GUOXIANG"|0|1|1|1|"Mand"
"23822"|"GUOXIN"|0|1|1|1|"Mand"
"23823"|"GUOXING"|0|1|1|1|"Mand"
"23824"|"GUOXIONG"|0|1|1|1|"Mand"
"23825"|"GUOYONG"|0|1|1|1|"Mand"
"23826"|"GUOYU"|0|1|1|1|"Mand"
"23827"|"GUOYUN"|0|1|1|1|"Mand"
"23828"|"GUOZHONG"|0|1|1|1|"Mand"
"23829"|"GUR"|0|1|1|1|"Mand"
"23830"|"GURAK"|0|1|1|1|"Mand"
"23831"|"GURBACHAN"|0|1|1|1|"Mand"
"23832"|"GURBACHANPRIT"|0|1|1|1|"Mand"
"23833"|"GURBAKHSH"|0|1|1|1|"Mand"
"23834"|"GURBAN"|0|1|1|1|"Mand"
"23835"|"GURBRINDER"|0|1|1|1|"Mand"
"23836"|"GURGEN"|0|1|1|1|"Mand"
"23837"|"GURHAN"|0|1|1|1|"Mand"
"23838"|"GURINDERPAL"|0|1|1|1|"Mand"
"23839"|"GURJENT"|0|1|1|1|"Mand"
"23840"|"GURJINDER"|0|1|1|1|"Mand"
"23841"|"GURKHALSA"|0|1|1|1|"Mand"
"23842"|"GURKIRAT"|0|1|1|1|"Mand"
"23843"|"GURPAL"|0|1|1|1|"Mand"
"23844"|"GURPAREET"|0|1|1|1|"Mand"
"23845"|"GURPAUL"|0|1|1|1|"Mand"
"23846"|"GURSEL"|0|1|1|1|"Mand"
"23847"|"GURSHAN"|0|1|1|1|"Mand"
"23848"|"GURSHARN"|0|1|1|1|"Mand"
"23849"|"GURT"|0|1|1|1|"Mand"
"23850"|"GURUDATTA"|0|1|1|1|"Mand"
"23851"|"GURUNATHAN"|0|1|1|1|"Mand"
"23852"|"GURUPANDIAN"|0|1|1|1|"Mand"
"23853"|"GURUR"|0|1|1|1|"Mand"
"23854"|"GURVAN"|0|1|1|1|"Mand"
"23855"|"GURVIR"|0|1|1|1|"Mand"
"23856"|"GURWANT"|0|1|1|1|"Mand"
"23857"|"GUSTAV-ADOLF"|0|1|1|1|"Mand"
"23858"|"GUSTAVAS"|0|1|1|1|"Mand"
"23859"|"GUSTAVUS"|0|1|1|1|"Mand"
"23860"|"GUSTON"|0|1|1|1|"Mand"
"23861"|"GUSTOV"|0|1|1|1|"Mand"
"23862"|"GUSTS"|0|1|1|1|"Mand"
"23863"|"GUT"|0|1|1|1|"Mand"
"23864"|"GUTHRIE"|0|1|1|1|"Mand"
"23865"|"GUTTEN"|0|1|1|1|"Mand"
"23866"|"GUTZON"|0|1|1|1|"Mand"
"23867"|"GUULED"|0|1|1|1|"Mand"
"23868"|"GUURE"|0|1|1|1|"Mand"
"23869"|"GUVANCH"|0|1|1|1|"Mand"
"23870"|"GUY-ALAIN"|0|1|1|1|"Mand"
"23871"|"GUY-CHARLES"|0|1|1|1|"Mand"
"23872"|"GUYTAN"|0|1|1|1|"Mand"
"23873"|"GUZAR"|0|1|1|1|"Mand"
"23874"|"GUZIM"|0|1|1|1|"Mand"
"23875"|"GVIDUTIS"|0|1|1|1|"Mand"
"23876"|"GWABALUKA"|0|1|1|1|"Mand"
"23877"|"GWAIN"|0|1|1|1|"Mand"
"23878"|"GWENDAL"|0|1|1|1|"Mand"
"23879"|"GWENHAEL"|0|1|1|1|"Mand"
"23880"|"GWIDON"|0|1|1|1|"Mand"
"23881"|"GWION"|0|1|1|1|"Mand"
"23882"|"GYANESH"|0|1|1|1|"Mand"
"23883"|"GYAVIRA"|0|1|1|1|"Mand"
"23884"|"GÜLABI"|0|1|1|1|"Mand"
"23885"|"GÜLBEY"|0|1|1|1|"Mand"
"23886"|"GYLLICH"|0|1|1|1|"Mand"
"23887"|"GYLVIG"|0|1|1|1|"Mand"
"23888"|"GÜN"|0|1|1|1|"Mand"
"23889"|"GÜNAJ"|0|1|1|1|"Mand"
"23890"|"GÜNDUZ"|0|1|1|1|"Mand"
"23891"|"GÜNDÜS"|0|1|1|1|"Mand"
"23892"|"GÜNDÜZALP"|0|1|1|1|"Mand"
"23893"|"GÜNEYIT"|0|1|1|1|"Mand"
"23894"|"GÜNGER"|0|1|1|1|"Mand"
"23895"|"GÜNGÜR"|0|1|1|1|"Mand"
"23896"|"GÜNNER"|0|1|1|1|"Mand"
"23897"|"GÜNTHE"|0|1|1|1|"Mand"
"23898"|"GÜNTHER-HEINZ"|0|1|1|1|"Mand"
"23899"|"GÜNTHER-OLAF"|0|1|1|1|"Mand"
"23900"|"GYOZO"|0|1|1|1|"Mand"
"23901"|"GYRHAN"|0|1|1|1|"Mand"
"23902"|"GÜRKAY"|0|1|1|1|"Mand"
"23903"|"GÜRLING"|0|1|1|1|"Mand"
"23904"|"GYULEN"|0|1|1|1|"Mand"
"23905"|"GYULTEKIN"|0|1|1|1|"Mand"
"23906"|"GYULYUSTAN"|0|1|1|1|"Mand"
"23907"|"GYUNER"|0|1|1|1|"Mand"
"23908"|"GYURAY"|0|1|1|1|"Mand"
"23909"|"GYURCHAY"|0|1|1|1|"Mand"
"23910"|"GYURDZHAN"|0|1|1|1|"Mand"
"23911"|"GYURKAN"|0|1|1|1|"Mand"
"23912"|"GYURME"|0|1|1|1|"Mand"
"23913"|"GYURZHAN"|0|1|1|1|"Mand"
"23914"|"GYVNAY"|0|1|1|1|"Mand"
"23915"|"GYÖRGY-LEVENTE"|0|1|1|1|"Mand"
"23916"|"GZEGOZ"|0|1|1|1|"Mand"
"23917"|"GZIM-TONI"|0|1|1|1|"Mand"
"23918"|"GÄEL"|0|1|1|1|"Mand"
"23919"|"GÆRT"|0|1|1|1|"Mand"
"23920"|"GØG"|0|1|1|1|"Mand"
"23921"|"GÖKCAN"|0|1|1|1|"Mand"
"23922"|"GÖKCIHAN"|0|1|1|1|"Mand"
"23923"|"GÖKDAL"|0|1|1|1|"Mand"
"23924"|"GÖKHAM"|0|1|1|1|"Mand"
"23925"|"GÖKKAN"|0|1|1|1|"Mand"
"23926"|"GÖKSAL"|0|1|1|1|"Mand"
"23927"|"GÖKSELIN"|0|1|1|1|"Mand"
"23928"|"GÖNEN"|0|1|1|1|"Mand"
"23929"|"GØTE"|0|1|1|1|"Mand"
"23930"|"GÖTE"|0|1|1|1|"Mand"
"23931"|"GÖTHE"|0|1|1|1|"Mand"
"23932"|"GØTRIK"|0|1|1|1|"Mand"
"23933"|"GØTZ-PETER"|0|1|1|1|"Mand"
"23934"|"GØYE"|0|1|1|1|"Mand"
"23935"|"GØZEL"|0|1|1|1|"Mand"
"23936"|"GAAL"|0|1|1|1|"Mand"
"23937"|"GAARDE"|0|1|1|1|"Mand"
"23938"|"GAARN"|0|1|1|1|"Mand"
"23939"|"HÀBAR"|0|1|1|1|"Mand"
"23940"|"HABEEB"|0|1|1|1|"Mand"
"23941"|"HABERT"|0|1|1|1|"Mand"
"23942"|"HABES"|0|1|1|1|"Mand"
"23943"|"HABIBALAH"|0|1|1|1|"Mand"
"23944"|"HABIBIÁLLAH"|0|1|1|1|"Mand"
"23945"|"HABIBOLAH"|0|1|1|1|"Mand"
"23946"|"HABIBOLRAHMAN"|0|1|1|1|"Mand"
"23947"|"HABIBOU"|0|1|1|1|"Mand"
"23948"|"HABIBRAHMAN"|0|1|1|1|"Mand"
"23949"|"HABIBUL"|0|1|1|1|"Mand"
"23950"|"HABIBULAH"|0|1|1|1|"Mand"
"23951"|"HABIB-UL-REHMAN"|0|1|1|1|"Mand"
"23952"|"HABIBUR"|0|1|1|1|"Mand"
"23953"|"HABIB-UR"|0|1|1|1|"Mand"
"23954"|"HABIB-U-RAHMAN"|0|1|1|1|"Mand"
"23955"|"HABIIL"|0|1|1|1|"Mand"
"23956"|"HABILJ"|0|1|1|1|"Mand"
"23957"|"HABILL"|0|1|1|1|"Mand"
"23958"|"HABISAAN"|0|1|1|1|"Mand"
"23959"|"HABONA"|0|1|1|1|"Mand"
"23960"|"HABTE"|0|1|1|1|"Mand"
"23961"|"HABTEAB"|0|1|1|1|"Mand"
"23962"|"HABTOM"|0|1|1|1|"Mand"
"23963"|"HACH"|0|1|1|1|"Mand"
"23964"|"HACHEMI"|0|1|1|1|"Mand"
"23965"|"HACHILI"|0|1|1|1|"Mand"
"23966"|"HACÍ"|0|1|1|1|"Mand"
"23967"|"HACIALI"|0|1|1|1|"Mand"
"23968"|"HACIARAP"|0|1|1|1|"Mand"
"23969"|"HACI-BULDUK"|0|1|1|1|"Mand"
"23970"|"HACIEMIN"|0|1|1|1|"Mand"
"23971"|"HACIK"|0|1|1|1|"Mand"
"23972"|"HACIMEHMET"|0|1|1|1|"Mand"
"23973"|"HACIMER"|0|1|1|1|"Mand"
"23974"|"HACI-NEBI"|0|1|1|1|"Mand"
"23975"|"HADAD"|0|1|1|1|"Mand"
"23976"|"HADAN"|0|1|1|1|"Mand"
"23977"|"HADDAR"|0|1|1|1|"Mand"
"23978"|"HADE"|0|1|1|1|"Mand"
"23979"|"HADEEB"|0|1|1|1|"Mand"
"23980"|"HADEN"|0|1|1|1|"Mand"
"23981"|"HADIDULLAH"|0|1|1|1|"Mand"
"23982"|"HADIIS"|0|1|1|1|"Mand"
"23983"|"HADIRI"|0|1|1|1|"Mand"
"23984"|"HADI-UR-RAHMAN"|0|1|1|1|"Mand"
"23985"|"HADJI"|0|1|1|1|"Mand"
"23986"|"HADJ-TAHAR"|0|1|1|1|"Mand"
"23987"|"HADZI"|0|1|1|1|"Mand"
"23988"|"HAEDER"|0|1|1|1|"Mand"
"23989"|"HAEMEN"|0|1|1|1|"Mand"
"23990"|"HAETHAM"|0|1|1|1|"Mand"
"23991"|"HAETHIM"|0|1|1|1|"Mand"
"23992"|"HAEVDIDAR"|0|1|1|1|"Mand"
"23993"|"HAFAZ"|0|1|1|1|"Mand"
"23994"|"HAFEDH"|0|1|1|1|"Mand"
"23995"|"HAFEE"|0|1|1|1|"Mand"
"23996"|"HAFEEZULLAH"|0|1|1|1|"Mand"
"23997"|"HAFEJI"|0|1|1|1|"Mand"
"23998"|"HAFIDH"|0|1|1|1|"Mand"
"23999"|"HAFIR"|0|1|1|1|"Mand"
"24000"|"HAFIZU"|0|1|1|1|"Mand"
"24001"|"HAFLIDI"|0|1|1|1|"Mand"
"24002"|"HAFPOR"|0|1|1|1|"Mand"
"24003"|"HAFPØR"|0|1|1|1|"Mand"
"24004"|"HAFTHÓR"|0|1|1|1|"Mand"
"24005"|"HAFTÓR"|0|1|1|1|"Mand"
"24006"|"HAG"|0|1|1|1|"Mand"
"24007"|"HAGAI"|0|1|1|1|"Mand"
"24008"|"HAGALIN"|0|1|1|1|"Mand"
"24009"|"HAGBERDT"|0|1|1|1|"Mand"
"24010"|"HAGE"|0|1|1|1|"Mand"
"24011"|"HAGGAI"|0|1|1|1|"Mand"
"24012"|"HAGGI"|0|1|1|1|"Mand"
"24013"|"HAGOB"|0|1|1|1|"Mand"
"24014"|"HAIAN"|0|1|1|1|"Mand"
"24015"|"HAIBAT"|0|1|1|1|"Mand"
"24016"|"HAIBIAO"|0|1|1|1|"Mand"
"24017"|"HAICO"|0|1|1|1|"Mand"
"24018"|"HAIDAN"|0|1|1|1|"Mand"
"24019"|"HAIDARA"|0|1|1|1|"Mand"
"24020"|"HAIDARAN"|0|1|1|1|"Mand"
"24021"|"HAIDARE"|0|1|1|1|"Mand"
"24022"|"HAIDOR"|0|1|1|1|"Mand"
"24023"|"HAIFENG"|0|1|1|1|"Mand"
"24024"|"HAIGAZ"|0|1|1|1|"Mand"
"24025"|"HAIGUANG"|0|1|1|1|"Mand"
"24026"|"HAIJA"|0|1|1|1|"Mand"
"24027"|"HAIJDAR"|0|1|1|1|"Mand"
"24028"|"HAIJE"|0|1|1|1|"Mand"
"24029"|"HAIJIE"|0|1|1|1|"Mand"
"24030"|"HAIJIU"|0|1|1|1|"Mand"
"24031"|"HAIJO"|0|1|1|1|"Mand"
"24032"|"HAILEMARIAM"|0|1|1|1|"Mand"
"24033"|"HAILEMICHAEL"|0|1|1|1|"Mand"
"24034"|"HAILEYESUS"|0|1|1|1|"Mand"
"24035"|"HAIMING"|0|1|1|1|"Mand"
"24036"|"HAINAN"|0|1|1|1|"Mand"
"24037"|"HAINI"|0|1|1|1|"Mand"
"24038"|"HAINRIECH"|0|1|1|1|"Mand"
"24039"|"HAINZ"|0|1|1|1|"Mand"
"24040"|"HAIOUTIOUNE"|0|1|1|1|"Mand"
"24041"|"HAI-PING"|0|1|1|1|"Mand"
"24042"|"HAIQING"|0|1|1|1|"Mand"
"24043"|"HAIRON"|0|1|1|1|"Mand"
"24044"|"HAIRUN"|0|1|1|1|"Mand"
"24045"|"HAISEM"|0|1|1|1|"Mand"
"24046"|"HAISHAM"|0|1|1|1|"Mand"
"24047"|"HAISHENG"|0|1|1|1|"Mand"
"24048"|"HAISHU"|0|1|1|1|"Mand"
"24049"|"HAISHUI"|0|1|1|1|"Mand"
"24050"|"HAISHUN"|0|1|1|1|"Mand"
"24051"|"HAISSAN"|0|1|1|1|"Mand"
"24052"|"HAITEM"|0|1|1|1|"Mand"
"24053"|"HAITHAMREFAT"|0|1|1|1|"Mand"
"24054"|"HAIVAD"|0|1|1|1|"Mand"
"24055"|"HAIXIANG"|0|1|1|1|"Mand"
"24056"|"HAIZAN"|0|1|1|1|"Mand"
"24057"|"HAJAJ"|0|1|1|1|"Mand"
"24058"|"HAJD"|0|1|1|1|"Mand"
"24059"|"HAJDEN"|0|1|1|1|"Mand"
"24060"|"HAJDI"|0|1|1|1|"Mand"
"24061"|"HAJDIN"|0|1|1|1|"Mand"
"24062"|"HAJIAR"|0|1|1|1|"Mand"
"24063"|"HAJJI"|0|1|1|1|"Mand"
"24064"|"HAJK"|0|1|1|1|"Mand"
"24065"|"HAJOON"|0|1|1|1|"Mand"
"24066"|"HAJREDIN"|0|1|1|1|"Mand"
"24067"|"HAJRI"|0|1|1|1|"Mand"
"24068"|"HAJRIS"|0|1|1|1|"Mand"
"24069"|"HAJRULLAH"|0|1|1|1|"Mand"
"24070"|"HAJRUS"|0|1|1|1|"Mand"
"24071"|"HAJRUZ"|0|1|1|1|"Mand"
"24072"|"HAJSAM"|0|1|1|1|"Mand"
"24073"|"HAJTAM"|0|1|1|1|"Mand"
"24074"|"HAJVAS"|0|1|1|1|"Mand"
"24075"|"HAJZER"|0|1|1|1|"Mand"
"24076"|"HAKA"|0|1|1|1|"Mand"
"24077"|"HAKCAN"|0|1|1|1|"Mand"
"24078"|"HAKEM"|0|1|1|1|"Mand"
"24079"|"HAKIMUDDIN"|0|1|1|1|"Mand"
"24080"|"HAKIZIMANA"|0|1|1|1|"Mand"
"24081"|"HAKKIM"|0|1|1|1|"Mand"
"24082"|"HAKMET"|0|1|1|1|"Mand"
"24083"|"HAKO"|0|1|1|1|"Mand"
"24084"|"HAKOB"|0|1|1|1|"Mand"
"24085"|"HALAKOO"|0|1|1|1|"Mand"
"24086"|"HALBAST"|0|1|1|1|"Mand"
"24087"|"HALD"|0|1|1|1|"Mand"
"24088"|"HALDEN"|0|1|1|1|"Mand"
"24089"|"HALDIR"|0|1|1|1|"Mand"
"24090"|"HALED"|0|1|1|1|"Mand"
"24091"|"HALEEF"|0|1|1|1|"Mand"
"24092"|"HALEEM"|0|1|1|1|"Mand"
"24093"|"HALEI"|0|1|1|1|"Mand"
"24094"|"HALEM"|0|1|1|1|"Mand"
"24095"|"HALGEIR"|0|1|1|1|"Mand"
"24096"|"HALGIR"|0|1|1|1|"Mand"
"24097"|"HALGORT"|0|1|1|1|"Mand"
"24098"|"HALGURD"|0|1|1|1|"Mand"
"24099"|"HALIBRYAM"|0|1|1|1|"Mand"
"24100"|"HALIDUN"|0|1|1|1|"Mand"
"24101"|"HALIL-EFE"|0|1|1|1|"Mand"
"24102"|"HALIMI"|0|1|1|1|"Mand"
"24103"|"HALIMZAI"|0|1|1|1|"Mand"
"24104"|"HALIPHA"|0|1|1|1|"Mand"
"24105"|"HALITDIN"|0|1|1|1|"Mand"
