Data_kilde|BIQ_ID|NAVN|ORG_NAVN
Bestyrelse|264684|Arnold Mærsk Mc Kinney Møller|Maersk Broker
Bestyrelse|1549718|Arrigo Emilio Giana|Metro Service
Bestyrelse|965584|Arthur Gaston Fortanier|Nordisk Wavin
Bestyrelse|264959|Artur Bugsgang|Volvo Personvogne Danmark
Bestyrelse|1856567|Artyom Chernis|Philip Morris
Bestyrelse|1934905|Arve Heltne|Beauvais
Bestyrelse|1894607|Arvi Sakari Ahdekivi|Nomeco
Bestyrelse|1734806|Arvid Grundekjøn|D/S Norden
Bestyrelse|265112|Asbjørn Berge|Freja Transport & Log.
Bestyrelse|265122|Asbjørn Børsting|AGRO SUPPLY A/S
Kommission|265122|Asbjørn Børsting|Landbrugspanelet 
Bestyrelse|1699019|Asbjørn Wikestad|SCANDINAVIAN AIRLINES SYSTEM
Bestyrelse|1117611|Asger Brøndum|Brøndum
Bestyrelse|265470|Asger Joseph Aamund|Bavarian Nordic
Bestyrelse|265481|Asger Kastbjerg|Insepa
Kommission|0|Asger Kej|Vækstteam for Vand, Bio og Miljøløsninger
Bestyrelse|265504|Asger Krogsgaard|Danish Crown
Kommission|265504|Asger Krogsgaard|Det Rådgivende Udvalg for Fødevareforskning
Kommission|0|Asger Lundorff Jensen|Det Frie Forskningsråd, Teknologi og Produktion
Bestyrelse|265609|Asger Pedersen|DLG (Dansk Landbrugs Grov.)
Bestyrelse|1706254|Asger Staugård Jacobsen|LGI Denmark
Bestyrelse|17074063|Asiff Hirji|Saxo Bank
Bestyrelse|265781|Askov Boutrup|CC&CO
Bestyrelse|265919|Asta Johanne Kjeldsen|Henry Kjeldsen
Bestyrelse|1734579|Astrid Agnete Holga Kjærsgaard|DLR Kredit
Bestyrelse|266225|Atle Vidar Johansen|Beauvais
Bestyrelse|1538828|Axel Eckhardt|Lynx Holding (logstor)
Bestyrelse|1701517|Axel Herbert Herrmann|MAN Last og Bus
Bestyrelse|232077|Axel Kierkegaard|BPW Finans
Bestyrelse|266848|Axel Nørskov Laursen|Kosan Crisplant
Bestyrelse|1830113|Axel Robert Wolfgang Aumüller|Nordic Sugar
Bestyrelse|1019860|Axel Sørensen|Hydrema Holding
Bestyrelse|714776|Axel Tobias Vieth|B.D. Holding
Bestyrelse|267191|Bakken Hansen|Syd Energi (SE)
Bestyrelse|1825235|Balder Mørk Andersen|Frederiksberg Energi
Kommission|0|Barbara Lunn|Virksomhedsudvalget II
Bestyrelse|1630676|Barry James Homrighaus|Jeld-Wen
Bestyrelse|992568|Bastiaan Sprong|Pon Power
Bestyrelse|1048409|Beat Willi Vögele|Miele
Bestyrelse|1774848|Bebiane Else Karline Petersen|Kalaallit Nunaanni Brugseni
Bestyrelse|17164620|Ben Guren|FLSmidth
Bestyrelse|232098|Bendt Bendtsen|ESVAGT
Kommission|232098|Bendt Bendtsen|Globaliseringsrådet
Bestyrelse|1455736|Bendt Ejner Hansen|Plus Pack
Bestyrelse|267702|Bendt Fredberg Jensen|Kvadrat Holding
Bestyrelse|1972123|Benedict Roche|Ardagh Glass Holmegaard
Kommission|0|Benedikte Ask Skotte|Rådet for Evaluering og Kvalitetsudvikling af Folkeskolen
Bestyrelse|267994|Benedikte Charlotte Jensen|Tele Greenland
Bestyrelse|1584102|Bengt Anders Lennart Thorsson|Scania Danmark
Bestyrelse|268081|Bengt Baron|Leaf Danmark
Bestyrelse|268110|Bengt Christian Robert Ericson|Volvo Personvogne Danmark
Bestyrelse|1950372|Bengt David Harry Kjell|Herning Shipping
Bestyrelse|1650127|Bengt Georg Gustaf Engström|Fujitsu (note)
Bestyrelse|1257768|Bengt Håkan Broman|NCC Construction
Bestyrelse|268254|Bengt Håkan Ericsson|Scania Danmark
Bestyrelse|232102|Bengt Knud Arne Henriksen|Akzo Nobel Deco
Bestyrelse|1361252|Bengt Maunsbach|Euro Cater
Bestyrelse|924094|Bengt Nilsson|Brdr. Lembcke
Bestyrelse|1147097|Bengt Stefan Linder|ALTOR EQUITY PARTNERS A/S
Bestyrelse|7371047|Benito Cachinero-Sanchez|Danisco
Bestyrelse|1523502|Benjamin Orndorff|Microsoft
Bestyrelse|1356206|Benjamin Owen Orndorff|Microsoft Development
Bestyrelse|1587855|Benn Pyrmont Johansen|D/S Norden
Bestyrelse|1006287|Benny Dalgaard Loft|DONG Energy
Bestyrelse|268978|Benny Elo Nielsen|Superfos
Bestyrelse|1995115|Benny Gøbel|DONG Energy
Bestyrelse|1899652|Benny Hansen|Koppers Denmark
Bestyrelse|269218|Benny Jakobsen|Palsgaard
Bestyrelse|269264|Benny Jensen|Søren Vangsted
Bestyrelse|1859957|Benny Kirkeby|Sanistål
Bestyrelse|269348|Benny Kirkebække Christensen|DLF (Dansk Landbrugs Frø.)
Bestyrelse|269391|Benny Kristensen|Nordisk Dæk Import
Bestyrelse|269246|Benny Kurt Jensen|Bella Center
Bestyrelse|269425|Benny Lajer Ragner|Energi Viborg
Kommission|0|Benny Max|Det Regionale Beskæftigelsesråd for Hovedstaden & Sjælland - 2010-2014
Bestyrelse|269547|Benny Møller|Moland
Bestyrelse|1693929|Benny Pedersen|DLR Kredit
Bestyrelse|269688|Benny Peter Olsen|Parken Sport & Entertainment
Bestyrelse|269744|Benny Rasmussen|Hanstholm Fiskemelsfabrik
Bestyrelse|269867|Benny Steen Rasmussen|Dansk Retursystem
Bestyrelse|269918|Benny Thisted Christensen|Philips
Kommission|0|Benny Yssing|Rådet for de grundlæggende Erhvervsrettede Uddannelser
Bestyrelse|270158|Bent Albin Bang|Einar Kornerup
Bestyrelse|270261|Bent Andersen|Bravida
Bestyrelse|270224|Bent Andersen|DLR Kredit
Bestyrelse|908748|Bent Andersen|HEF
Bestyrelse|270352|Bent Asbjørn Nielsen|BAN Holding
Bestyrelse|270431|Bent Bechmann|Billund Lufthavn
Kommission|0|Bent Bjørn|Det Regionale Beskæftigelsesråd for  Nordjylland
Bestyrelse|270607|Bent Brandt|Catodan Cateringudstyr
Bestyrelse|270662|Bent Brødbæk|Syd Energi (SE)
Kommission|0|Bent Carlsen|Visionsudvalget vedrørende Fremtidens Politi
Bestyrelse|270756|Bent Christensen|A2SEA A/S
Bestyrelse|271089|Bent Ejnar Juul Simonsen|Hedeselskabet
Bestyrelse|271192|Bent Erik Carlsen|Odense Staalskibsværft
Bestyrelse|271238|Bent Erik Jensen|Danæg
Bestyrelse|271298|Bent Erik Pultz Larsen|Good Food Group
Bestyrelse|271328|Bent Erlandsen|Thomas Cook Airlines
Bestyrelse|271414|Bent Flemming Petersen|G4S
Kommission|0|Bent Flyvbjerg|Infrastrukturkommissionen
Bestyrelse|271431|Bent Fogh Povlsen|Bent Fogh Povlsen
Bestyrelse|271706|Bent Halkier|FDM
Kommission|0|Bent Hansen|Danmarks vækstråd
Bestyrelse|1296978|Bent Hauge Frisk|Solar
Bestyrelse|271880|Bent Hedelund Hessel|Ejner Hessel Holding
Bestyrelse|1566162|Bent Holm|Expedit
Bestyrelse|272381|Bent Jensen|Linak
Bestyrelse|272391|Bent Jensen|Sparbank
Bestyrelse|272379|Bent Jensen|T. Hansen Gruppen
Bestyrelse|275169|Bent John Sørensen|SAS Institute
Bestyrelse|272637|Bent Juul Sørensen|Arla Foods
Kommission|272637|Bent Juul Sørensen|§ 2 udvalget
Bestyrelse|274701|Bent Jørgen Riis|Nokia
Bestyrelse|272812|Bent Karlo Jepsen|Danæg
Bestyrelse|272858|Bent Kjeldgaard Lauritzen|FDM
Bestyrelse|1814036|Bent Kjergaard Christiansen|SPF-DANMARK P/S
Bestyrelse|1084106|Bent Knudsen|Johnson Controls
Bestyrelse|272980|Bent Kornbek|EnergiMidt
Bestyrelse|272987|Bent Korsholm Mouritsen|RN Holding
Bestyrelse|273015|Bent Kristen Hede|Verdo
Bestyrelse|273034|Bent Kristensen|EnergiMidt
Kommission|0|Bent Leonhard|Udvalg for planter og plantesundhed
Kommission|0|Bent Mikkelsen|Overvågningsudvalget for FIUF
Bestyrelse|273698|Bent Mosgaard|EG (EDB Gruppen)
Bestyrelse|273787|Bent Naur|Bankdata
Bestyrelse|273980|Bent Norman Petersen|Polar Seafood Greenland
Kommission|0|Bent Normann Olsen|Det midlertidige vækstforum for region Sjælland
Bestyrelse|274014|Bent Nygaard Sørensen|B. Nygaard Sørensen
Bestyrelse|708756|Bent Ole Petersen|Carlsberg
Bestyrelse|274339|Bent Pedersen|AXCEL II MANAGEMENT A/S
Bestyrelse|846379|Bent Raben|Grontmij
Bestyrelse|274756|Bent Roland Nielsen|Klimax
Bestyrelse|1383418|Bent Rune Solheim|Statoil Refining Denmark
Bestyrelse|274944|Bent Skaarup Søgaard|Idealcombi
Bestyrelse|275173|Bent Sørensen|Hydra Tech
Bestyrelse|275211|Bent Sørensen|Sparbank
Bestyrelse|275312|Bent Thykjær Sørensen|Thykjær
Bestyrelse|275320|Bent Tjørnemark|Nordea Liv & Pension
Bestyrelse|275687|Bent Østergaard|DFDS
Bestyrelse|270101|Bent Aage Petersen|Klimax
Bestyrelse|1916906|Bent Åke Günther Pihl|Scandlines
Bestyrelse|1866336|Bente Abildgaard Bjerre Sauer|Sygeforsikring Danmark
Kommission|0|Bente Andersen|Bypolitisk Råd
Kommission|0|Bente Bang|Det Regionale Beskæftigelsesråd for  Nordjylland
Bestyrelse|1778729|Bente Bendix Jensen|Esbjerg Forsyning
Kommission|1778729|Bente Bendix Jensen|Færdselssikkerhedskommissionen
Bestyrelse|276066|Bente Dyhr-Nielsen|Vald. Birn Holding
Bestyrelse|276187|Bente Fossing|BMF Holding
Kommission|0|Bente Graversen|Det nationale forebyggelsesråd
Kommission|0|Bente Hyldahl Fogh|Velfærdskommissionen
Bestyrelse|276462|Bente Jeanty Johansen|Gea Process Engineering
Kommission|0|Bente Johansen|Vækstforum Region Bornholm
Kommission|0|Bente Klarlund Pedersen|Forebyggelseskommissionen 
Bestyrelse|276784|Bente Lundgaard|Credin Bageripartner
Kommission|0|Bente Matthiesen|Det Regionale Beskæftigelsesråd for Hovedstaden & Sjælland - 2010-2014
Kommission|0|Bente Møll Pedersen|Skatteministeriets Eksterne Kontaktudvalg
Kommission|0|Bente Nielsen_2|Vækstforum Region Hovedstaden
Bestyrelse|1520779|Bente Overgaard|Københavns Energi
Kommission|0|Bente Overgaard|Virksomhedsforum for social ansvar
Bestyrelse|1874457|Bente Rands Mortensen|Silkeborg Forsyning
Bestyrelse|1960689|Bente Rønnebæk|Metroselskabet
Kommission|0|Bente Schindel|Tænketanken om Nærdemokrati
Bestyrelse|1179374|Bente Schmidt Nielsen|Xellia Pharmaceuticals
Bestyrelse|277276|Bente Sorgenfrey|Lån & Spar Bank
Kommission|277276|Bente Sorgenfrey|Arbejdsmiljørådet
Bestyrelse|1984761|Benthe Gyldenskjold|PENSAM LIV FORSIKRINGSAKTIESELSKAB
Bestyrelse|1644227|Berend Lund Christian|Tumlare Corporation
Bestyrelse|277742|Berit Kjøll|SCANDINAVIAN AIRLINES SYSTEM
Kommission|0|Berit Toft Fihl|Beskæftigelsesrådet 2006-2013
Bestyrelse|1587404|Berit Torm|Tryg
Bestyrelse|1182154|Berit Vinther|Funktionærpension
Kommission|1182154|Berit Vinther|Danmarks vækstråd
Bestyrelse|277934|Bernard Haspeslagh|Ardo
Bestyrelse|278026|Bernd Georg Burkhard Baus|Bauhaus
Bestyrelse|278067|Bernd Muckenschnabel|Novasol
Bestyrelse|278076|Bernd Petersen|H.L. Industries
Bestyrelse|1685859|Bernd Rainer Rall|Holger Christiansen
Bestyrelse|278197|Bernhard Griese|Harboes Bryggeri
Bestyrelse|1593920|Bernhard Heinrich|Andreas Andresen
Bestyrelse|278215|Bernhard Johannes Meerpohl|Skov Glyngøre
Bestyrelse|278303|Bernie Pedersen|BI PRIVATE EQUITY F.M.B.A.
Bestyrelse|7369546|Bernt Aldo Gunnar Mårtensson|Norisol
Bestyrelse|1875836|Bernt Magnus Godal|Nordisk Kellogg's
Bestyrelse|278508|Bert Lars-Johan Jarnheimer|Egmont
Bestyrelse|17156084|Bert Åke Stefan Nordberg|Vestas
Kommission|0|Bertel Heurlin|Forsvarskommissionen
Kommission|0|Bertel Haarder|Globaliseringsrådet
Bestyrelse|278614|Bertel Stenkjær|Danish Agro (note)
Kommission|0|Betina Hagerup|Vækstteam for Kreative Erhverv og Design
Kommission|0|Betina Haagensen|Vækstforum Region Bornholm
Bestyrelse|278998|Bettina Charlotte Aller|Aller
Bestyrelse|1497148|Bettina Lau|SDC (Skandinavisk Data Center)
Kommission|0|Bettina Ravn|Rådet for Internationalt Udviklingssamarbejde 
Bestyrelse|279396|Bill Andersen|DKI Holding
Bestyrelse|279533|Birger Arp-Hansen|Arp-Hansen Hotel Group
Bestyrelse|279571|Birger Brix|Palsgaard
Kommission|0|Birger Lindberg Møller|Danmarks Forskningspolitiske Råd
Bestyrelse|279910|Birger Møllevang Jensen|Lantmännen Unibake
Bestyrelse|279912|Birger Niels Bøgeblad|Interdan
Kommission|0|Birger Rasmussen|Det midlertidige vækstforum for region Bornholm
Kommission|0|Birgit Bredahl Nielsen|Arbejdsmarkedets Erhvervssygdomssikrings-udvalg (AES-udvalget)
Kommission|0|Birgit Har tvig Larsen|Det midlertidige vækstforum for region Sjælland
Kommission|0|Birgit Hartvig Larsen|Innovationsudvalget
Kommission|0|Birgit Lise Andersen|Uddannelseskommissionen
Bestyrelse|281108|Birgit Marie Bukke Søgaard|Idealcombi
Bestyrelse|281260|Birgit Nørgaard|DSV
Kommission|281260|Birgit Nørgaard|Globaliseringsrådet
Kommission|0|Birgit Nørrung|Det Rådgivende Udvalg for Fødevareforskning
Bestyrelse|17131598|Birgit Svensson|BWSC
Bestyrelse|1878125|Birgit Vilstrup Olsen|Radiometer
Bestyrelse|1227937|Birgit Vinther Bavngaard|Sparekassen Faaborg
Bestyrelse|280119|Birgit Aagaard-Svendsen|J. Lauritzen
Kommission|280119|Birgit Aagaard-Svendsen|Infrastrukturkommissionen
Bestyrelse|1732907|Birgith Vibeke Laursen|Nomeco
Bestyrelse|1473609|Birgitta Monica Caneman|Intermail
Kommission|0|Birgitte Bak-Jensen|Energisparerådet
Bestyrelse|281885|Birgitte Boris Fleggaard|Fleggaard Holding
Bestyrelse|1200280|Birgitte Brinch Madsen|DEN PROFESSIONELLE FORENING DANSKE INVEST INSTITUTIONAL
Kommission|1200280|Birgitte Brinch Madsen|Rådet for Teknologi og Innovation
Kommission|0|Birgitte Christensen|Skatteministeriets Eksterne Kontaktudvalg
Bestyrelse|16954013|Birgitte Christiansen|Merrild Kaffe
Bestyrelse|1889849|Birgitte Forsberg Christensen Finne-Larsson|Air Liquide
Kommission|0|Birgitte Hald|Regeringens vækstforum
Bestyrelse|1124519|Birgitte Hansen|VÆKSTFONDEN
Kommission|0|Birgitte Hansen|Kommissorium for eftersyn af reguleringen af den danske elforsyningssektor
Bestyrelse|282157|Birgitte Hass|FDC
Bestyrelse|1913076|Birgitte Hoffmann|Privathospitalet Hamlet
Bestyrelse|282261|Birgitte Jepsen|Hornsyld Korn
Bestyrelse|282301|Birgitte Kiær Ahring|Energinet.dk
Bestyrelse|1312011|Birgitte Kjeldgaard Hesselbjerg|Funktionærpension
Bestyrelse|282515|Birgitte Nielsen|Arkil
Bestyrelse|282522|Birgitte Nielsen|Bjarne Nielsen Herning
Bestyrelse|282611|Birgitte Rasmussen|Plus Pack
Kommission|0|Birgitte Schmidt Berthelsen|Arbejdsmiljørådet
Kommission|0|Birgitte Sloth|Natur- og landbrugskommission
Bestyrelse|1506937|Birgitte Sørensen|Juhler Holding
Kommission|0|Birgitte Sørensen|Offentlighedskommissionen
Bestyrelse|1273340|Birgitte Thirup Rudmose|F & H
Bestyrelse|282788|Birgitte Torp Nygaard|Jan Nygaard
Kommission|0|Birgitte Vedersø|Det midlertidige vækstforum for region Syddanmark
Kommission|0|Birte Andersen|Det Regionale Beskæftigelsesråd for  Nordjylland
Kommission|0|Birte Boelt|Udvalget for plantegenetiske ressourcer
Bestyrelse|282978|Birte Dyrberg|Sparekassen Vendsyssel
Kommission|282978|Birte Dyrberg|Vækstforum Region Nordjylland
Bestyrelse|282995|Birte Eriksson|M. J. Eriksson
Bestyrelse|1470522|Birte Flæng Møller|Jorton Holding
Kommission|0|Birte Thode Jacobsen|Det Danske FAO-udvalg
Kommission|0|Birthe Faurschou Boisen|Skatteministeriets Eksterne Kontaktudvalg
Kommission|0|Birthe Friis Mortensen|Vækstforum Region Syddanmark
Kommission|0|Birthe Hansen|Forsvarskommissionen
Bestyrelse|284157|Birthe Juul Therkildsen|H.F. Christiansen
Bestyrelse|284391|Birthe Madsen|Star Tour
Bestyrelse|232260|Birthe Marianne Christiansen|B. Christiansen H.
Kommission|0|Birthe Marie Pilgaard|Uddannelseskommissionen
Kommission|0|Birthe Rytter Hansen|Energisparerådet
Kommission|0|Birthe Sandorff|Det midlertidige vækstforum for region Syddanmark
Kommission|0|Birthe Skovgård|Det midlertidige vækstforum for region Syddanmark
Bestyrelse|1955365|Birthe Skaarup|Metroselskabet
Bestyrelse|284855|Birthe Straarup Hansen|Ole Hansen Holding
Bestyrelse|1419668|Bjarke Pålsson|Naturgas Fyn
Bestyrelse|1469511|Bjarke Roost|Dansk Retursystem
Bestyrelse|285161|Bjarke Sanbeck Nilsson|Alpha Holding
Bestyrelse|285264|Bjarne Ammitzbøll|BI PRIVATE EQUITY F.M.B.A.
Kommission|0|Bjarne B. Christensen|Rådet for Internationalt Udviklingssamarbejde 
Bestyrelse|1131941|Bjarne Baunehøj|SAC Leasing
Bestyrelse|956978|Bjarne Bundesen|Arla Foods
Bestyrelse|285752|Bjarne Debel Thomsen|Abena
Bestyrelse|1212659|Bjarne Deleuran Mumm|Synsam Nordic
Bestyrelse|286048|Bjarne Gjørup|Top-Toy Holding
Bestyrelse|286067|Bjarne Graven Larsen|FIH Erhvervsbank
Bestyrelse|286141|Bjarne Hansen|Billund Lufthavn
Bestyrelse|286139|Bjarne Hansen|LGI Denmark
Bestyrelse|232272|Bjarne Hass Nielsen|Arla Foods
Kommission|0|Bjarne Hastrup|Hjemmehjælpskommissionen
Bestyrelse|286231|Bjarne Hedelund Hessel|Ejner Hessel Holding
Bestyrelse|286270|Bjarne Henning Jensen|SYDDANSK TEKNOLOGISK INNOVATION A/S
Bestyrelse|286327|Bjarne Holm Hansen|Indeks Retail
Bestyrelse|286329|Bjarne Holm Nikolajsen|Bøg Madsen Holding
Kommission|0|Bjarne Ibsen|Forebyggelseskommissionen 
Bestyrelse|286410|Bjarne Ivan Hansen|Energi Fyn
Bestyrelse|1860256|Bjarne Jensen|Nordjyske Bank
Bestyrelse|1758159|Bjarne Kirkeby|Vestfrost
Kommission|0|Bjarne Kristiansen|Vækstforum Region Bornholm
Bestyrelse|286915|Bjarne Lindrum Petersen|Den Jyske Sparekasse
Bestyrelse|1693942|Bjarne Lunding|CC&CO
Bestyrelse|7382098|Bjarne Michael Hillestrøm Knudsen|Parker Hannifin
Bestyrelse|287077|Bjarne Moltke Hansen|FLSmidth
Bestyrelse|287136|Bjarne Møller Simonsen|Emmelev
Bestyrelse|287171|Bjarne Nielsen|Bjarne Nielsen Herning
Kommission|0|Bjarne Nielsen|Det Regionale Beskæftigelsesråd for  Syddanmark
Bestyrelse|1859472|Bjarne Norman Nielsen|Aalborg Forsyning
Bestyrelse|287314|Bjarne Olesen|AVK
Kommission|0|Bjarne Palstrøm|Erhvervsforum for Miljøteknologi
Bestyrelse|979226|Bjarne Pedersen|Bisca
Kommission|0|Bjarne Pedersen|Forum for offentlig topledelse
Bestyrelse|287404|Bjarne Pedersen Bak|KIWI DANMARK A/S
Bestyrelse|1161747|Bjarne Petersen Jeppesen|Nomeco
Bestyrelse|287450|Bjarne Ponikowski|Gyldendal
Kommission|0|Bjarne Pugholm Johansen|Innovationsudvalget
Bestyrelse|7372552|Bjarne René Fischer Lassen|Sygeforsikring Danmark
Bestyrelse|2001608|Bjarne Sand|KIWI DANMARK A/S
Bestyrelse|232289|Bjarne Schack|Energi Fyn
Bestyrelse|1448390|Bjarne Schilling|JP/Politikens Hus
Bestyrelse|1143226|Bjarne Skov Faber|Eitzen Bulk
Bestyrelse|287778|Bjarne Steen Pedersen|Pressens Fællesindkøb
Bestyrelse|17086901|Bjarne Storm Rasmussen|Merrild Kaffe
Bestyrelse|287999|Bjarne Toftlund|GF Forsikring
Bestyrelse|288039|Bjarne Uldall|Industriens Pension
Bestyrelse|974365|Bjarne Werner Munck|Bladkompagniet
Bestyrelse|1126466|Bjarne Aarup Andersen|EG (EDB Gruppen)
Bestyrelse|1333873|Bjerne Kaj Nielsen|KMD
Kommission|0|Bjerne S. Clausen|Vækstteam for Fødevarer
Bestyrelse|1526800|Bjerne Steffen Clausen|Haldor Topsøe
Bestyrelse|1015635|Björn Adalsteinsson|Actavis
Bestyrelse|288497|Bjørn Albinus|Vestjysk Bank
Kommission|0|Bjørn Andersen|Infrastrukturkommissionen
Bestyrelse|288558|Bjørn Bakkerud|Hydro Alum. Auto. Tønder
Bestyrelse|2001818|Björn Casserlöv|Sjælsø Gruppen
Kommission|0|Bjørn Dahl|Det midlertidige vækstforum for region Sjælland
Bestyrelse|1449021|Björn Einar Håkan Lundstedt|Mekonomen
Bestyrelse|1834818|Björn Einar Oskar Edvardsson|Hilding Anders
Bestyrelse|1453226|Björn Erik Nilsson|Herning Shipping
Bestyrelse|288729|Bjørn Folmer Kroghsbo|Sampension KP
Bestyrelse|16856588|Bjørn Grønlund|SAS Cargo Group
Bestyrelse|991215|Bjørn Gulden|Pandora
Kommission|0|Bjørn Hansen|Rådet for Erhvervsakademiuddannelser og Professionsbacheloruddannelser
Bestyrelse|288874|Bjørn Høi Jensen|Gyldendal
Kommission|0|Bjørn I. Bisserup|Forsvarskommissionen
Bestyrelse|288899|Bjørn Ivar Flatgtård|Elopak Denmark
Bestyrelse|938584|Bjørn Kåre Berg|EET Nordic Group
Bestyrelse|289100|Bjørn Nielsen|Einar Kornerup
Bestyrelse|1821723|Bjørn Rohde|Aarhus Vand
Bestyrelse|1865336|Björn Rosengren|Danfoss
Bestyrelse|289189|Bjørn Raasteen|ISS FACILITY SERVICES A/S
Bestyrelse|1130976|Bjørn Søndergaard Jepsen|Arla Foods
Bestyrelse|1734349|Bjørn Thomsen|Frederiksberg Energi
Bestyrelse|1582667|Björn Wahlroos|NORDEA AB
Bestyrelse|289486|Bjørn Weber Andersen|ESVAGT
Bestyrelse|1225985|Bjørnar Gulliksen|Rieber & Søn
Bestyrelse|1717653|Blasco de Felice|L'Oreal
Bestyrelse|289597|Bo Almar Knudsen|Carnegie Asset Man.
Bestyrelse|289620|Bo Andersen|Tomex Danmark
Kommission|0|Bo Andersen|Det midlertidige vækstforum for region Syddanmark
Bestyrelse|1165155|Bo Axel Rasmussen|Sparekassen Lolland
Bestyrelse|1419367|Bo Bennedsgaard|Ringkjøbing Landbobank
Bestyrelse|289726|Bo Benny Helge Zakrisson|Air Greenland
Bestyrelse|289740|Bo Birk|Shoe-D-vision
Bestyrelse|289787|Bo Boulund Knudsen|KPC Holding
Bestyrelse|289818|Bo Busk-Rasmussen|Fyens Stiftstidende
Bestyrelse|289937|Bo Dencker|Kim Johansen
Bestyrelse|290000|Bo Eric Christiansen Sundroos|Scantruck
Bestyrelse|290065|Bo Foged|BI Holding
Bestyrelse|1812010|Bo Frost-Larsen|Andritz Feed & Biofuel
Bestyrelse|1736008|Bo Frølund|Teknologisk Institut
Bestyrelse|7369114|Bo Faarborg Christensen|Bella Center
Bestyrelse|1250668|Bo Gert Christiansen|Slagteriet Brørup
Bestyrelse|290124|Bo Gjetting|Interdan
Bestyrelse|290245|Bo Heide-Ottosen|Dan-Ejendomme
Bestyrelse|290351|Bo Jagd|Mols-Linien
Kommission|0|Bo Johansen|Forebyggelseskommissionen 
Bestyrelse|1437875|Bo Johny Olsson|Tetra Pak
Kommission|0|Bo Jonassen|Færdselssikkerhedskommissionen
Bestyrelse|1829998|Bo Jonny Olsson|Tetra Pak
Bestyrelse|290585|Bo Larsson|Trioplast Nyborg
Bestyrelse|290593|Bo Laursen|Terma
Bestyrelse|1601457|Bo Lundberg|CO-RO Holding
Bestyrelse|1064254|Bo Lundqvist|Alpha Holding
Bestyrelse|290682|Bo Lybæk|GPV International
Bestyrelse|290689|Bo Lynge Rydahl|Nordjysk Elhandel
Bestyrelse|1853917|Bo Mikael Norman|Nobia Denmark
Kommission|0|Bo Netterstrøm|Familie- og arbejdslivskommissionen
Bestyrelse|1382541|Bo Rickard Gustafson|SCANDINAVIAN AIRLINES SYSTEM
Bestyrelse|16814799|Bo Rolfshøj|Tide Bus Danmark
Kommission|0|Bo Sandberg|Skatteministeriets Eksterne Kontaktudvalg
Kommission|0|Bo Sandemann Rasmussen|Skattekommissionen
Bestyrelse|291087|Bo Smith|Middelfart Sparekasse
Bestyrelse|17155109|Bo Søndergaard|GKN Wheels Nagbøl
Bestyrelse|291237|Bo Tornøe Nørholm|Vital Petfood Group
Bestyrelse|291261|Bo Uggerhøj|SOS International
Bestyrelse|291873|Bodil Kathrine Nautrup Christensen|EnergiMidt
Bestyrelse|291928|Bodil Knudsen|SK Forsyning
Bestyrelse|1696987|Bodil Margaretha Hjerrild|Aller
Bestyrelse|292175|Bodil Marie Otto|Sampension KP
Bestyrelse|292155|Bodil Nyboe Andersen|Sampension KP
Kommission|292155|Bodil Nyboe Andersen|Globaliseringsrådet
Kommission|0|Bolette Christensen|Rådet for Internationalt Udviklingssamarbejde 
Kommission|0|Bolette van Ingen Bro|Det midlertidige vækstforum for region Midtjylland
