"ORG_ID"|"ORG_NAVN"|"TYPE_FOA"
1000901|"Dansk Håndbold Forbund (disciplinærudvalget)"|"Erhvervs- og brancheorganisationer"
1000902|"Dansk Håndbold Forbund (disciplinærudvalget for øvrige rækker)"|"Erhvervs- og brancheorganisationer"
1000903|"Dansk Håndbold Forbund (Appeludvalg)"|"Erhvervs- og brancheorganisationer"
1000904|"Dansk Kennelklub (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000905|"Dansk Kennelklub (Forretningsudvalg)"|"Erhvervs- og brancheorganisationer"
1000906|"Dansk Svømmeunion (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000908|"Dansk Travsports Centralforbund (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000909|"Dansk Vandrelaug (styrelse)"|"Erhvervs- og brancheorganisationer"
1000910|"Dansk Venture- og Kapitalfondsforening - DVCA (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000911|"Dansk Venture- og Kapitalfondsforening - DVCA (Analyseudvalg)"|"Erhvervs- og brancheorganisationer"
1000912|"Dansk Venture- og Kapitalfondsforening - DVCA (Business Angels Udvalget)"|"Erhvervs- og brancheorganisationer"
1000913|"Dansk Venture- og Kapitalfondsforening - DVCA (Juridisk Udvalg)"|"Erhvervs- og brancheorganisationer"
1000914|"Dansk Venture- og Kapitalfondsforening - DVCA (Private Equity Udvalg)"|"Erhvervs- og brancheorganisationer"
1000915|"Dansk Venture- og Kapitalfondsforening - DVCA (Skatteudvalget)"|"Erhvervs- og brancheorganisationer"
1000916|"Dansk Venture- og Kapitalfondsforening - DVCA (Uddannelsesudvalg)"|"Erhvervs- og brancheorganisationer"
1000917|"Dansk Venture- og Kapitalfondsforening - DVCA (Ventureudvalg)"|"Erhvervs- og brancheorganisationer"
1000918|"Dansk Værktøjsmaskinforhandler Forening - DVF (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000919|"Danske Ejendomsprojektudbyderes Brancheforening - DEB (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000920|"Danske Havecentre (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000921|"Danske Kæder (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000922|"Danske Møbelhandlere (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000923|"De Grafiske Fags Leverandørforening af 1927 – DGFL (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000924|"Den Danske Boghandlerforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000925|"Forening af Private Golfbaner (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000926|"Foreningen for Distance- og Internethandel - FDIH (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000927|"Fotobranchens Leverandørforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000928|"Branchenetværk for fødevarer til Medicinske Formål – FMF"|"Erhvervs- og brancheorganisationer"
1000929|"International Chamber of Commerce Denmark (ICC-Denmark) (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000930|"International Chamber of Commerce Denmark (ICC-Denmark) (marketingsudvalg)"|"Erhvervs- og brancheorganisationer"
1000931|"International Chamber of Commerce Denmark (ICC-Denmark) (Trade finance forum)"|"Erhvervs- og brancheorganisationer"
1000932|"Indsamlingsorganisationernes Brancheorganisation - ISOBRO (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000933|"Indsamlingsorganisationernes Brancheorganisation - ISOBRO (forretningsudvalg)"|"Erhvervs- og brancheorganisationer"
1000934|"Jobrådgivernes Brancheforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000935|"Jobrådgivernes Brancheforening (høringsudvalget)"|"Erhvervs- og brancheorganisationer"
1000936|"Jobrådgivernes Brancheforening (dokumentationsudvalget)"|"Erhvervs- og brancheorganisationer"
1000937|"Jobrådgivernes Brancheforening (it-udvalget)"|"Erhvervs- og brancheorganisationer"
1000938|"Jobrådgivernes Brancheforening (politikudvalget)"|"Erhvervs- og brancheorganisationer"
1000939|"Jobrådgivernes Brancheforening (kommunikationsudvalget)"|"Erhvervs- og brancheorganisationer"
1000940|"Kemi & Life Science (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000941|"Legetøjsbranchens Fællesråd - LF (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000942|"Materialistforeningen (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000943|"Proagro (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000944|"Professionel Elektronik (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000945|"Public Relations Branchen (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000946|"Rytmisk Musik København - RUSK (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000947|"Vikarbureauernes Brancheforening (VB) (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000907|"Dansk Transport og Logistik - DTL (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000948|"HORESTA brancheforening (Bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000949|"HORESTA arbejdsgiverforening (Bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000950|"Danmarks Rederiforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000951|"Rederiforeningen af 2010 (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000952|"Brancheforeningen for Sæbe, Parfume og Teknisk/Kemiske artikler (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000953|"Foreningen Industriel Retsbeskyttelse (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000954|"Skorstensfejerlauget af 11. februar 1778 (forretningsudvalg)"|"Erhvervs- og brancheorganisationer"
1000955|"Skorstensfejerlauget af 11. februar 1778 (Bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000956|"Dansk ErhvervsFremme (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000957|"Danske Landskabsarkitekter  (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000958|"Liberale Erhvervs Råd (LER)"|"Erhvervs- og brancheorganisationer"
1000959|"Finansrådet (Bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000960|"Finansrådet (formandskab)"|"Erhvervs- og brancheorganisationer"
1000961|"Danske Advokater (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000962|"Dansk Magasinpresses Udgiverforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000963|"Dansk Energi (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000964|"Dansk Energi – Gas (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000965|"Dansk Energi – Net (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000966|"Dansk Energi – Produktion (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000967|"Dansk Energi – Elhandel (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000968|"Energiretsforeningen (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000969|"VP Securities A/S (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000970|"VP Securities A/S (Ledelse & Direktion)"|"Erhvervs- og brancheorganisationer"
1000971|"Dansk Akvakultur (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000972|"Dansk Akvakultur (Dambrug)"|"Erhvervs- og brancheorganisationer"
1000973|"Dansk Akvakultur (Havbrug)"|"Erhvervs- og brancheorganisationer"
1000974|"Dansk Akvakultur (Ål)"|"Erhvervs- og brancheorganisationer"
1000975|"Dansk Akvakultur (Eksport og forædling)"|"Erhvervs- og brancheorganisationer"
1000976|"Dansk Akvakultur (Foderfirmaer)"|"Erhvervs- og brancheorganisationer"
1000977|"Dansk Akvakultur (Skaldyr)"|"Erhvervs- og brancheorganisationer"
1000978|"Hjemkundskabslærerforeningen (hovedstyrelse)"|"Erhvervs- og brancheorganisationer"
1000979|"GTS - Godkendt Teknologisk Service (Bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000980|"Foreningen af Danske Havefrøgrossister (Bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000981|"Dansk Frøhandlerforening (Bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000982|"Danske Planteskoler - Sektion 1 - Produktion af planter til engros-markedet(bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000983|"Danske Planteskoler - Sektion 2 - Produktion af planter til detailmarkedet (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000984|"Danske Planteskoler – (hovedbestyrelse)"|"Erhvervs- og brancheorganisationer"
1000985|"Vin og Spiritus Organisationen i Danmark V.S.O.D. (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000987|"Motorcykel-Forhandler Foreningen (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000988|"Dansk Gartneri (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000989|"Forsikring & Pension (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000990|"Foreningen af Fabrikanter og Importører af Elektriske Husholdningsapparater (FEHA) (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000991|"Hanstholm Fiskeriforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000992|"Dansk Kystfiskerforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000993|"Kødbranchens Fællesråd (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000994|"Dansk Isindustri (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000995|"Margarine Foreningen"|"Erhvervs- og brancheorganisationer"
1000996|"DANSK IT (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1000997|"DANSK IT (IT Governance og Management)"|"Erhvervs- og brancheorganisationer"
1000998|"DANSK IT (IT-drift og -service)"|"Erhvervs- og brancheorganisationer"
1000999|"DANSK IT (IT og Jura)"|"Erhvervs- og brancheorganisationer"
1001000|"DANSK IT (It-sikkerhed)"|"Erhvervs- og brancheorganisationer"
1001001|"DANSK IT (Program- og projektledelse)"|"Erhvervs- og brancheorganisationer"
1001002|"DANSK IT (HR)"|"Erhvervs- og brancheorganisationer"
1001003|"DANSK IT (Forretningsystemer)"|"Erhvervs- og brancheorganisationer"
1001004|"Brancheorganisationen ForbrugerElektronik (BFE) (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001005|"Daginstitutionernes Lands-Organisation (DLO) (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001006|"Foreningen af Interne Revisorer (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001007|"Foreningen af Interne Revisorer (Sektor: Finansielle)"|"Erhvervs- og brancheorganisationer"
1001008|"Foreningen af Interne Revisorer (Sektor: Industri m.v.)"|"Erhvervs- og brancheorganisationer"
1001009|"Foreningen af Interne Revisorer (Sektor: Offentlige)"|"Erhvervs- og brancheorganisationer"
1001010|"Dansk Miljøteknologi (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001011|"IT-Brancheforeningen (forretningsudvalg)"|"Erhvervs- og brancheorganisationer"
1001012|"IT-Brancheforeningen (hovedbestyrelse)"|"Erhvervs- og brancheorganisationer"
1001013|"IT-Brancheforeningen (Mobil Brancheforum)"|"Erhvervs- og brancheorganisationer"
1001014|"IT-Brancheforeningen (Business development styregruppe)"|"Erhvervs- og brancheorganisationer"
1001015|"IT-Brancheforeningen (ITB Regional Udvalget)"|"Erhvervs- og brancheorganisationer"
1001016|"IT-Brancheforeningen (Juridisk udvalg)"|"Erhvervs- og brancheorganisationer"
1001017|"IT-Brancheforeningen (Miljøudvalget)"|"Erhvervs- og brancheorganisationer"
1001018|"IT-Brancheforeningen (Open Source Udvalget)"|"Erhvervs- og brancheorganisationer"
1001019|"IT-Brancheforeningen (Rettighedsudvalget)"|"Erhvervs- og brancheorganisationer"
1001020|"IT-Brancheforeningen (Udvalget for Sundheds IT)"|"Erhvervs- og brancheorganisationer"
1001021|"IT-Brancheforeningen (Teleudvalget)"|"Erhvervs- og brancheorganisationer"
1001022|"IT-Brancheforeningen (Uddannelses- og innovationsudvalget)"|"Erhvervs- og brancheorganisationer"
1001023|"IT-Brancheforeningen (Udvalget for Digital Forvaltning)"|"Erhvervs- og brancheorganisationer"
1001024|"IT-Brancheforeningen (Udvalget for kopi og printproducenter)"|"Erhvervs- og brancheorganisationer"
1001025|"IT-Brancheforeningen (Udvalget for it-sikkerhed)"|"Erhvervs- og brancheorganisationer"
1001026|"Danske Designere (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001027|"Rejsearrangører i Danmark (RID)"|"Erhvervs- og brancheorganisationer"
1001028|"ITD - International Transport Danmark (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001029|"Danske Speditører (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001030|"Danske Speditører (Fagudvalg Kontinent)"|"Erhvervs- og brancheorganisationer"
1001031|"Danske Speditører (Fagudvalg Lager og Teknologi)"|"Erhvervs- og brancheorganisationer"
1001032|"Danske Speditører (Fagudvalg Luftfragt)"|"Erhvervs- og brancheorganisationer"
1001033|"Danske Speditører (Fagudvalg Norden)"|"Erhvervs- og brancheorganisationer"
1001034|"Danske Speditører (Fagudvalg Søfragt)"|"Erhvervs- og brancheorganisationer"
1001035|"Danske Speditører (Fagudvalg Told)"|"Erhvervs- og brancheorganisationer"
1001036|"Danske Speditører (Fagudvalg Uddannelse)"|"Erhvervs- og brancheorganisationer"
1001037|"Danske Speditører (Fagudvalg UK)"|"Erhvervs- og brancheorganisationer"
1001038|"Danske Speditører (Fagudvalg Økonomi og Finans)"|"Erhvervs- og brancheorganisationer"
1001039|"Danske Speditører (Fagudvalg Østeuropa)"|"Erhvervs- og brancheorganisationer"
1001040|"De Danske Skovdyrkerforeninger (hovedbestyrelse)"|"Erhvervs- og brancheorganisationer"
1001041|"Dansk Planteværn (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001042|"Dansk Vand- og Spildevandsforening (DANVA) (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001043|"Dansk Vand- og Spildevandsforening (DANVA) (teknisk råd)"|"Erhvervs- og brancheorganisationer"
1001044|"Dansk Vand- og Spildevandsforening (DANVA) (Grundvandskomité)"|"Erhvervs- og brancheorganisationer"
1001045|"Dansk Vand- og Spildevandsforening (DANVA) (Vandforsyningskomité)"|"Erhvervs- og brancheorganisationer"
1001046|"Dansk Vand- og Spildevandsforening (DANVA) (Afløbskomitè)"|"Erhvervs- og brancheorganisationer"
1001047|"Dansk Vand- og Spildevandsforening (DANVA) (Spildevandskomité)"|"Erhvervs- og brancheorganisationer"
1001048|"Guldsmedefagets Fællesråd"|"Erhvervs- og brancheorganisationer"
1001049|"Det Kongelige Danske Landhusholdningsselskab (præsidie)"|"Erhvervs- og brancheorganisationer"
1001050|"AE - Arbejderbevægelsens Erhvervsråd (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001051|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|"Erhvervs- og brancheorganisationer"
1001052|"Centralforeningen af Autoreparatører i Danmark (CAD) (hovedbestyrelse)"|"Erhvervs- og brancheorganisationer"
1001053|"De Danske Bilimportører (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001054|"Håndværksrådet (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001055|"Patriotisk Selskab (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001056|"Patriotisk Selskab (Økonomiudvalg)"|"Erhvervs- og brancheorganisationer"
1001057|"Patriotisk Selskab (Planteavlsudvalg)"|"Erhvervs- og brancheorganisationer"
1001058|"Patriotisk Selskab (Husdyrbrugsudvalg)"|"Erhvervs- og brancheorganisationer"
1001059|"FSR - danske revisorer (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001060|"Danmarks Automobilforhandler Forening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001061|"Foreningen af Danske Landbrugskonsulenter (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001062|"InvesteringsForeningsRådet (Bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001063|"InvesteringsForeningsRådet (Skatteudvalget )"|"Erhvervs- og brancheorganisationer"
1001064|"InvesteringsForeningsRådet (Regnskabsudvalget)"|"Erhvervs- og brancheorganisationer"
1001065|"InvesteringsForeningsRådet (Juridisk udvalg)"|"Erhvervs- og brancheorganisationer"
1001066|"InvesteringsForeningsRådet (Investeringsudvalget)"|"Erhvervs- og brancheorganisationer"
1001067|"InvesteringsForeningsRådet (Statistikudvalget)"|"Erhvervs- og brancheorganisationer"
1001068|"Dansk-Fransk Handelsunion (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001069|"Danish Seafood Association (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001070|"Danmarks Apotekerforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001071|"Danboat, Søsportens Brancheforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001072|"Danske Fiskeres Producent Organisation (DFPO) (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001073|"Foreningen for Danmarks Fiskemel- og Fiskeolieindustri (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001074|"DLA agro (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001075|"DLA agro (ledelse)"|"Erhvervs- og brancheorganisationer"
1001076|"KMC (Management)"|"Erhvervs- og brancheorganisationer"
1001077|"KMC (Board of Directors)"|"Erhvervs- og brancheorganisationer"
1001078|"Foreningen af Vandværker i Danmark (FVD) (landsbestyrelse)"|"Erhvervs- og brancheorganisationer"
1001079|"Foreningen af Vandværker i Danmark (FVD) (ledelse)"|"Erhvervs- og brancheorganisationer"
1001080|"Danske Specialmedier (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001081|"Danske Specialmedier (Distributionsudvalg)"|"Erhvervs- og brancheorganisationer"
1001082|"Danske Specialmedier (Anders Bording Prisens komité)"|"Erhvervs- og brancheorganisationer"
1001083|"Danske Specialmedier (Aktivitetsudvalg – Idé-Gruppen)"|"Erhvervs- og brancheorganisationer"
1001084|"Patentagentforeningen ADIPA (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001085|"Danske Maritime (forretningsudvalg)"|"Erhvervs- og brancheorganisationer"
1001086|"Danske Maritime (administration)"|"Erhvervs- og brancheorganisationer"
1001087|"Erhvervsflyvningens Sammenslutning (ES) (Board)"|"Erhvervs- og brancheorganisationer"
1001088|"GenvindingsIndustrien (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001089|"Danske Råstoffer (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001090|"Dansk Pelsdyravlerforening (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001091|"Dansk Fjernvarme (bestyrelse)"|"Erhvervs- og brancheorganisationer"
1001092|"Danske Busvognmænd (bestyrelse)"|"Erhvervs- og brancheorganisationer"
